,"('k1 0',)","('k1 1',)","('k1 2',)","('k1 3',)","('k1 4',)",k1 0_pred,k1 1_pred,k1 2_pred,k1 3_pred,k1 4_pred
282,0.9686,0.0309,0.0005,0.0,0.0,0.96796376,0.029079013,0.0,0.0,0.0
283,0.7501,0.2155,0.031,0.003,0.0002,0.7497808,0.21622597,0.0,0.0,0.0
284,0.7501,0.2155,0.031,0.003,0.0002,0.7500839,0.21600991,0.0,0.0,0.0
285,0.9686,0.0309,0.0005,0.0,0.0,0.96772254,0.029845007,0.0,0.0,0.0
286,0.9686,0.0309,0.0005,0.0,0.0,0.96633446,0.032142088,0.0,0.0,0.0
287,0.9686,0.0309,0.0005,0.0,0.0,0.96711624,0.031020902,0.0,0.0,0.0
288,0.7501,0.2155,0.031,0.003,0.0002,0.75063413,0.2150606,0.0,0.0,0.0
289,0.9686,0.0309,0.0005,0.0,0.0,0.96238625,0.033401668,0.0,0.0,0.0
290,0.9686,0.0309,0.0005,0.0,0.0,0.96689487,0.03253556,0.0,0.0,0.0
291,0.7501,0.2155,0.031,0.003,0.0002,0.7473722,0.21771352,0.0,0.0,0.0
292,0.9686,0.0309,0.0005,0.0,0.0,0.96748817,0.03319204,0.0,0.0,0.0
293,0.7501,0.2155,0.031,0.003,0.0002,0.74757195,0.21399263,0.0,0.0,0.0
294,0.7501,0.2155,0.031,0.003,0.0002,0.74669033,0.21788888,0.0,0.0,0.0
295,0.7501,0.2155,0.031,0.003,0.0002,0.7488177,0.21917199,0.0,0.0034097433,0.0
296,0.7501,0.2155,0.031,0.003,0.0002,0.74671113,0.21646783,0.0,0.0,0.0
297,0.9686,0.0309,0.0005,0.0,0.0,0.96869576,0.02829301,0.0,0.0,0.0
298,0.9686,0.0309,0.0005,0.0,0.0,0.96535325,0.033375897,0.0,0.0,0.0
299,0.7501,0.2155,0.031,0.003,0.0002,0.74956924,0.2159838,0.0,0.0,0.0
300,0.9686,0.0309,0.0005,0.0,0.0,0.96495616,0.032026697,0.0,0.0,0.0
301,0.9686,0.0309,0.0005,0.0,0.0,0.96828604,0.02745951,0.0,0.0,0.0
302,0.9686,0.0309,0.0005,0.0,0.0,0.9677483,0.029877696,0.0,0.0,0.0
303,0.7501,0.2155,0.031,0.003,0.0002,0.75073665,0.21946584,0.0,0.0,0.0
304,0.7501,0.2155,0.031,0.003,0.0002,0.7455771,0.21615502,0.0,0.0045232214,0.0
305,0.7501,0.2155,0.031,0.003,0.0002,0.7499709,0.21339779,0.0,0.0,0.0
306,0.9686,0.0309,0.0005,0.0,0.0,0.96571046,0.02709559,0.0,0.0,0.0
307,0.9686,0.0309,0.0005,0.0,0.0,0.96127,0.033315595,0.0,0.0,0.0
308,0.9686,0.0309,0.0005,0.0,0.0,0.96826255,0.029686097,0.0,0.0,0.0
309,0.9686,0.0309,0.0005,0.0,0.0,0.95915055,0.033711214,0.0,0.0,0.0
310,0.7501,0.2155,0.031,0.003,0.0002,0.75002086,0.21452147,0.0,0.0,0.0
311,0.9686,0.0309,0.0005,0.0,0.0,0.9708172,0.028156552,0.0,0.0,0.0
312,0.9686,0.0309,0.0005,0.0,0.0,0.96816695,0.029693365,0.0,0.0,0.0
313,0.9686,0.0309,0.0005,0.0,0.0,0.9631132,0.033066973,0.0,0.0,0.0
314,0.7501,0.2155,0.031,0.003,0.0002,0.745039,0.2173062,0.0,0.004868889,0.0
315,0.9686,0.0309,0.0005,0.0,0.0,0.9678618,0.029262692,0.0,0.0,0.0
316,0.7501,0.2155,0.031,0.003,0.0002,0.74603164,0.21962793,0.0,0.0,0.0
317,0.9686,0.0309,0.0005,0.0,0.0,0.9685511,0.026838828,0.0,0.0,0.0
318,0.7501,0.2155,0.031,0.003,0.0002,0.75145525,0.22275099,0.0,0.0,0.0
319,0.9686,0.0309,0.0005,0.0,0.0,0.9680296,0.02900704,0.0,0.0,0.0
320,0.7501,0.2155,0.031,0.003,0.0002,0.7501366,0.21522686,0.0,0.0,0.0
321,0.9686,0.0309,0.0005,0.0,0.0,0.9626952,0.033688776,0.0,0.0,0.0
322,0.9686,0.0309,0.0005,0.0,0.0,0.9672332,0.03161233,0.0,0.0,0.0
323,0.7501,0.2155,0.031,0.003,0.0002,0.74896073,0.21494998,0.0,0.0,0.0
324,0.7501,0.2155,0.031,0.003,0.0002,0.7522144,0.21392255,0.0,0.0,0.0
325,0.9686,0.0309,0.0005,0.0,0.0,0.96975636,0.02927861,0.0,0.0,0.0
326,0.9686,0.0309,0.0005,0.0,0.0,0.96675825,0.031971358,0.0,0.0,0.0
327,0.7501,0.2155,0.031,0.003,0.0002,0.7482688,0.2153745,0.0,0.0,0.0
328,0.7501,0.2155,0.031,0.003,0.0002,0.75023174,0.21501277,0.0,0.0,0.0
329,0.7501,0.2155,0.031,0.003,0.0002,0.7469342,0.2174634,0.0,0.0,0.0
330,0.9686,0.0309,0.0005,0.0,0.0,0.9672959,0.031191941,0.0,0.0,0.0
331,0.9686,0.0309,0.0005,0.0,0.0,0.95964265,0.037643086,0.0,0.0,0.0
332,0.7501,0.2155,0.031,0.003,0.0002,0.74846154,0.21343902,0.0,0.0,0.0
333,0.7501,0.2155,0.031,0.003,0.0002,0.75005853,0.2153123,0.0,0.0,0.0
334,0.9686,0.0309,0.0005,0.0,0.0,0.96885943,0.028669145,0.0,0.0,0.0
335,0.7501,0.2155,0.031,0.003,0.0002,0.7441615,0.21910328,0.0,0.0,0.0
336,0.7501,0.2155,0.031,0.003,0.0002,0.7494574,0.21339236,0.0,0.0,0.0
337,0.7501,0.2155,0.031,0.003,0.0002,0.74819434,0.21440107,0.0,0.00046356767,0.0
338,0.9686,0.0309,0.0005,0.0,0.0,0.96789604,0.030076358,0.0,0.0,0.0
339,0.7501,0.2155,0.031,0.003,0.0002,0.74720067,0.21635991,0.0,0.0,0.0
340,0.7501,0.2155,0.031,0.003,0.0002,0.75041986,0.21519466,0.0,0.0,0.0
341,0.7501,0.2155,0.031,0.003,0.0002,0.74815536,0.2151926,0.0,0.0,0.0
342,0.7501,0.2155,0.031,0.003,0.0002,0.74607736,0.21441385,0.0,0.0,0.0
343,0.9686,0.0309,0.0005,0.0,0.0,0.96979976,0.02689249,0.0,0.0,0.0
344,0.7501,0.2155,0.031,0.003,0.0002,0.749859,0.21607578,0.0,0.0,0.0
345,0.9686,0.0309,0.0005,0.0,0.0,0.9591265,0.037552685,0.0,0.0,0.0
346,0.9686,0.0309,0.0005,0.0,0.0,0.95857334,0.029625274,0.0,0.0,0.0
347,0.7501,0.2155,0.031,0.003,0.0002,0.7494771,0.21352094,0.0,0.0,0.0
348,0.7501,0.2155,0.031,0.003,0.0002,0.7504426,0.21497907,0.0,0.0,0.0
349,0.9686,0.0309,0.0005,0.0,0.0,0.9644973,0.031069227,0.0,0.0,0.0
350,0.7501,0.2155,0.031,0.003,0.0002,0.7495018,0.21612953,0.0,0.0,0.0
351,0.7501,0.2155,0.031,0.003,0.0002,0.7464481,0.21719694,0.0,0.0,0.0
352,0.9686,0.0309,0.0005,0.0,0.0,0.95708644,0.03455413,0.0,0.0,0.0
353,0.9686,0.0309,0.0005,0.0,0.0,0.9676463,0.03087509,0.0,0.0,0.0
354,0.7501,0.2155,0.031,0.003,0.0002,0.7459123,0.21650006,0.0,0.0038483404,0.0
355,0.9686,0.0309,0.0005,0.0,0.0,0.96914506,0.02894593,0.0,0.0,0.0
356,0.9686,0.0309,0.0005,0.0,0.0,0.9585712,0.03646522,0.0,0.0,0.0
357,0.9686,0.0309,0.0005,0.0,0.0,0.96669984,0.032819502,0.0,0.0,0.0
358,0.7501,0.2155,0.031,0.003,0.0002,0.7468241,0.21669073,0.0,0.0,0.0
359,0.7501,0.2155,0.031,0.003,0.0002,0.7501124,0.2154328,0.0,0.0,0.0
360,0.7501,0.2155,0.031,0.003,0.0002,0.74674726,0.21829703,0.0,0.0,0.0
361,0.9686,0.0309,0.0005,0.0,0.0,0.96780205,0.029272534,0.0,0.0,0.0
362,0.9686,0.0309,0.0005,0.0,0.0,0.9628221,0.039377484,0.0,0.0,0.0
363,0.9686,0.0309,0.0005,0.0,0.0,0.9442601,0.05199017,0.0,0.0,0.0
364,0.7501,0.2155,0.031,0.003,0.0002,0.7478174,0.21541971,0.0,0.0,0.0
365,0.9686,0.0309,0.0005,0.0,0.0,0.96500254,0.031252682,0.0,0.0,0.0
366,0.7501,0.2155,0.031,0.003,0.0002,0.7494444,0.21623418,0.0,0.0,0.0
367,0.9686,0.0309,0.0005,0.0,0.0,0.9668895,0.03255776,0.0,0.0,0.0
368,0.7501,0.2155,0.031,0.003,0.0002,0.7451066,0.21762353,0.0,0.005090162,0.0
369,0.7501,0.2155,0.031,0.003,0.0002,0.74648136,0.21425854,0.0,0.0025841128,0.0
370,0.9686,0.0309,0.0005,0.0,0.0,0.95806146,0.037812077,0.0,0.0,0.0
371,0.9686,0.0309,0.0005,0.0,0.0,0.96675956,0.031676874,0.0,0.0,0.0
372,0.9686,0.0309,0.0005,0.0,0.0,0.9630229,0.033379138,0.0,0.0,0.0
373,0.9686,0.0309,0.0005,0.0,0.0,0.9679642,0.02907765,0.0,0.0,0.0
374,0.7501,0.2155,0.031,0.003,0.0002,0.74528235,0.22101326,0.0,0.0,0.0
375,0.7501,0.2155,0.031,0.003,0.0002,0.7425814,0.21937446,0.0,0.0,0.0
376,0.7501,0.2155,0.031,0.003,0.0002,0.7455944,0.21705337,0.0,0.0043797903,0.0
377,0.9686,0.0309,0.0005,0.0,0.0,0.96121377,0.03296072,0.0,0.0,0.0
378,0.7501,0.2155,0.031,0.003,0.0002,0.74561733,0.21677245,0.0,0.0054384284,0.0
379,0.9686,0.0309,0.0005,0.0,0.0,0.9696779,0.029183012,0.0,0.0,0.0
380,0.7501,0.2155,0.031,0.003,0.0002,0.7474927,0.2158006,0.0,0.0,0.0
381,0.9686,0.0309,0.0005,0.0,0.0,0.96923065,0.029058404,0.0,0.0,0.0
382,0.7501,0.2155,0.031,0.003,0.0002,0.7495167,0.21441132,0.0,0.0,0.0
383,0.9686,0.0309,0.0005,0.0,0.0,0.9593945,0.033142604,0.0,0.0,0.0
384,0.9686,0.0309,0.0005,0.0,0.0,0.9673219,0.030819532,0.0,0.0,0.0
385,0.7501,0.2155,0.031,0.003,0.0002,0.7500875,0.21508598,0.0,0.0,0.0
386,0.7501,0.2155,0.031,0.003,0.0002,0.74948424,0.21669172,0.0,0.0,0.0
387,0.7501,0.2155,0.031,0.003,0.0002,0.7484051,0.2148795,0.0,0.0,0.0
388,0.9686,0.0309,0.0005,0.0,0.0,0.96697956,0.030377313,0.0,0.0,0.0
389,0.9686,0.0309,0.0005,0.0,0.0,0.9602603,0.032864917,0.0,0.0,0.0
390,0.7501,0.2155,0.031,0.003,0.0002,0.74976593,0.21599147,0.0,0.0,0.0
391,0.9686,0.0309,0.0005,0.0,0.0,0.9640136,0.037695415,0.0,0.0,0.0
392,0.9686,0.0309,0.0005,0.0,0.0,0.9671998,0.02961336,0.0,0.0,0.0
393,0.9686,0.0309,0.0005,0.0,0.0,0.96691,0.03210788,0.0,0.0,0.0
394,0.7501,0.2155,0.031,0.003,0.0002,0.9481759,0.04404559,0.0,0.0,0.0
395,0.9686,0.0309,0.0005,0.0,0.0,0.9675017,0.030704014,0.0,0.0,0.0
396,0.7501,0.2155,0.031,0.003,0.0002,0.74989295,0.21457879,0.0,0.0,0.0
397,0.7501,0.2155,0.031,0.003,0.0002,0.8515715,0.12566687,0.0,0.0,0.0
398,0.7501,0.2155,0.031,0.003,0.0002,0.7460524,0.2193196,0.0,0.0,0.0
399,0.7501,0.2155,0.031,0.003,0.0002,0.7492014,0.21546064,0.0,0.0,0.0
400,0.7501,0.2155,0.031,0.003,0.0002,0.73954225,0.22757037,0.0,0.0037950315,0.0
401,0.9686,0.0309,0.0005,0.0,0.0,0.9625588,0.04073425,0.0,0.0,0.0
402,0.9686,0.0309,0.0005,0.0,0.0,0.9620305,0.03331072,0.0,0.0,0.0
403,0.9686,0.0309,0.0005,0.0,0.0,0.9645001,0.031067863,0.0,0.0,0.0
404,0.7501,0.2155,0.031,0.003,0.0002,0.7499968,0.21404643,0.0,0.0,0.0
405,0.7501,0.2155,0.031,0.003,0.0002,0.7481184,0.21488367,0.0,0.0,0.0
406,0.9686,0.0309,0.0005,0.0,0.0,0.9701389,0.027163915,0.0,0.0,0.0
407,0.9686,0.0309,0.0005,0.0,0.0,0.96456206,0.033986524,0.0,0.0,0.0
408,0.7501,0.2155,0.031,0.003,0.0002,0.7498983,0.21638003,0.0,0.0,0.0
409,0.9686,0.0309,0.0005,0.0,0.0,0.9669615,0.030008137,0.0,0.0,0.0
410,0.7501,0.2155,0.031,0.003,0.0002,0.7459262,0.21768914,0.0,0.0,0.0
411,0.9686,0.0309,0.0005,0.0,0.0,0.9697217,0.029316,0.0,0.0,0.0
412,0.9686,0.0309,0.0005,0.0,0.0,0.9695071,0.029295698,0.0,0.0,0.0
413,0.7501,0.2155,0.031,0.003,0.0002,0.750012,0.21576822,0.0,0.0,0.0
414,0.7501,0.2155,0.031,0.003,0.0002,0.80768573,0.16212736,0.0,0.0,0.0
415,0.9686,0.0309,0.0005,0.0,0.0,0.9672961,0.031191409,0.0,0.0,0.0
416,0.7501,0.2155,0.031,0.003,0.0002,0.7449888,0.21739143,0.0,0.0,0.0
417,0.9686,0.0309,0.0005,0.0,0.0,0.9696927,0.027860887,0.0,0.0,0.0
418,0.9686,0.0309,0.0005,0.0,0.0,0.96273947,0.033654347,0.0,0.0,0.0
419,0.7501,0.2155,0.031,0.003,0.0002,0.74871105,0.2153717,0.0,0.0012896992,0.0
420,0.7501,0.2155,0.031,0.003,0.0002,0.7495769,0.21615542,0.0,0.0,0.0
421,0.9686,0.0309,0.0005,0.0,0.0,0.9669529,0.031211581,0.0,0.0,0.0
422,0.9686,0.0309,0.0005,0.0,0.0,0.9660202,0.034682773,0.0,0.0,0.0
423,0.9686,0.0309,0.0005,0.0,0.0,0.9560479,0.040326275,0.0,0.0,0.0
424,0.9686,0.0309,0.0005,0.0,0.0,0.9675633,0.030206077,0.0,0.0,0.0
425,0.7501,0.2155,0.031,0.003,0.0002,0.7425926,0.22223109,0.0,0.0115492325,0.0
426,0.7501,0.2155,0.031,0.003,0.0002,0.74665713,0.21897846,0.0,0.0,0.0
427,0.7501,0.2155,0.031,0.003,0.0002,0.749763,0.21562389,0.0,0.0,0.0
428,0.9686,0.0309,0.0005,0.0,0.0,0.9680296,0.029007379,0.0,0.0,0.0
429,0.7501,0.2155,0.031,0.003,0.0002,0.7412646,0.22142293,0.0,0.0019417163,0.0
430,0.7501,0.2155,0.031,0.003,0.0002,0.7498987,0.21620522,0.0,0.0,0.0
431,0.7501,0.2155,0.031,0.003,0.0002,0.74576443,0.21569236,0.0,0.0040829815,0.0
432,0.7501,0.2155,0.031,0.003,0.0002,0.749851,0.21174654,0.0,0.0,0.0
433,0.9686,0.0309,0.0005,0.0,0.0,0.9649928,0.0322497,0.0,0.0,0.0
434,0.7501,0.2155,0.031,0.003,0.0002,0.7442624,0.21690072,0.0,0.00637071,0.0
435,0.9686,0.0309,0.0005,0.0,0.0,0.96222436,0.034109656,0.0,0.0,0.0
436,0.9686,0.0309,0.0005,0.0,0.0,0.96429014,0.03361089,0.0,0.0,0.0
437,0.7501,0.2155,0.031,0.003,0.0002,0.7496739,0.21615693,0.0,0.0,0.0
438,0.9686,0.0309,0.0005,0.0,0.0,0.9586333,0.03410225,0.0,0.0,0.0
439,0.9686,0.0309,0.0005,0.0,0.0,0.9591123,0.036711637,0.0,0.0,0.0
440,0.9686,0.0309,0.0005,0.0,0.0,0.9669626,0.030077755,0.0,0.0,0.0
441,0.9686,0.0309,0.0005,0.0,0.0,0.96721464,0.03141765,0.0,0.0,0.0
442,0.9686,0.0309,0.0005,0.0,0.0,0.9683579,0.030108932,0.0,0.0,0.0
443,0.9686,0.0309,0.0005,0.0,0.0,0.96439767,0.033481542,0.0,0.0,0.0
444,0.7501,0.2155,0.031,0.003,0.0002,0.7496152,0.21594572,0.0,0.0,0.0
445,0.7501,0.2155,0.031,0.003,0.0002,0.7464361,0.21493511,0.0,0.0024705436,0.0
446,0.7501,0.2155,0.031,0.003,0.0002,0.749061,0.21573423,0.0,0.0,0.0
447,0.9686,0.0309,0.0005,0.0,0.0,0.96792424,0.029194929,0.0,0.0,0.0
448,0.7501,0.2155,0.031,0.003,0.0002,0.74958193,0.21586263,0.0,0.0,0.0
449,0.9686,0.0309,0.0005,0.0,0.0,0.9634757,0.033901755,0.0,0.0,0.0
450,0.9686,0.0309,0.0005,0.0,0.0,0.9608755,0.033311315,0.0,0.0,0.0
451,0.9686,0.0309,0.0005,0.0,0.0,0.96937597,0.029139526,0.0,0.0,0.0
452,0.9686,0.0309,0.0005,0.0,0.0,0.96249896,0.035801217,0.0,0.0,0.0
453,0.7501,0.2155,0.031,0.003,0.0002,0.7485957,0.21481867,0.0,0.0,0.0
454,0.9686,0.0309,0.0005,0.0,0.0,0.95993453,0.028441008,0.0,0.0,0.0
455,0.9686,0.0309,0.0005,0.0,0.0,0.9675019,0.030703511,0.0,0.0,0.0
456,0.7501,0.2155,0.031,0.003,0.0002,0.7520879,0.20838377,0.0,0.0,0.0
457,0.9686,0.0309,0.0005,0.0,0.0,0.9684125,0.026742015,0.0,0.0,0.0
458,0.7501,0.2155,0.031,0.003,0.0002,0.7495946,0.21589138,0.0,0.0,0.0
459,0.7501,0.2155,0.031,0.003,0.0002,0.7464822,0.2182924,0.0,0.0,0.0
460,0.9686,0.0309,0.0005,0.0,0.0,0.9672909,0.030913346,0.0,0.0,0.0
461,0.9686,0.0309,0.0005,0.0,0.0,0.9676163,0.029957797,0.0,0.0,0.0
462,0.7501,0.2155,0.031,0.003,0.0002,0.7499132,0.21614456,0.0,0.0,0.0
463,0.9686,0.0309,0.0005,0.0,0.0,0.92178845,0.04093548,0.0,0.0,0.0
464,0.7501,0.2155,0.031,0.003,0.0002,0.74983346,0.21543531,0.0,0.0,0.0
465,0.9686,0.0309,0.0005,0.0,0.0,0.81911314,0.1592546,0.0,0.0,0.0
466,0.9686,0.0309,0.0005,0.0,0.0,0.9560673,0.042250484,0.0,0.0,0.0
467,0.7501,0.2155,0.031,0.003,0.0002,0.7505604,0.21484868,0.0,0.0,0.0
468,0.7501,0.2155,0.031,0.003,0.0002,0.7491846,0.21298333,0.0,0.00074994005,0.0
469,0.7501,0.2155,0.031,0.003,0.0002,0.74851793,0.2161092,0.0,0.0,0.0
470,0.7501,0.2155,0.031,0.003,0.0002,0.7462738,0.2186264,0.0,0.0,0.0
471,0.7501,0.2155,0.031,0.003,0.0002,0.74973124,0.21595676,0.0,0.0,0.0
472,0.7501,0.2155,0.031,0.003,0.0002,0.74434173,0.21703106,0.0,0.0,0.0
473,0.9686,0.0309,0.0005,0.0,0.0,0.96740425,0.03057333,0.0,0.0,0.0
474,0.9686,0.0309,0.0005,0.0,0.0,0.9659859,0.029919602,0.0,0.0,0.0
475,0.7501,0.2155,0.031,0.003,0.0002,0.7466105,0.21658273,0.0,0.0,0.0
476,0.9686,0.0309,0.0005,0.0,0.0,0.970201,0.029382698,0.0,0.0,0.0
477,0.9686,0.0309,0.0005,0.0,0.0,0.96912056,0.029452465,0.0,0.0,0.0
478,0.9686,0.0309,0.0005,0.0,0.0,0.96745276,0.030731857,0.0,0.0,0.0
479,0.7501,0.2155,0.031,0.003,0.0002,0.7498389,0.21588624,0.0,0.0,0.0
480,0.7501,0.2155,0.031,0.003,0.0002,0.7479056,0.21567689,0.0,0.0,0.0
481,0.7501,0.2155,0.031,0.003,0.0002,0.7466085,0.2175704,0.0,0.0,0.0
482,0.9686,0.0309,0.0005,0.0,0.0,0.94886005,0.04893041,0.0,0.0,0.0
483,0.7501,0.2155,0.031,0.003,0.0002,0.7467235,0.21597604,0.0,0.0,0.0
484,0.7501,0.2155,0.031,0.003,0.0002,0.7480174,0.21517892,0.0,0.0,0.0
485,0.9686,0.0309,0.0005,0.0,0.0,0.9663025,0.03258411,0.0,0.0,0.0
486,0.9686,0.0309,0.0005,0.0,0.0,0.9588865,0.029838387,0.0,0.0,0.0
487,0.7501,0.2155,0.031,0.003,0.0002,0.74691796,0.21657892,0.0,0.0,0.0
488,0.9686,0.0309,0.0005,0.0,0.0,0.9674797,0.030340351,0.0,0.0,0.0
489,0.7501,0.2155,0.031,0.003,0.0002,0.744312,0.21954988,0.0,0.0,0.0
490,0.9686,0.0309,0.0005,0.0,0.0,0.96762955,0.030005377,0.0,0.0,0.0
491,0.9686,0.0309,0.0005,0.0,0.0,0.9651362,0.030393057,0.0,0.0,0.0
492,0.9686,0.0309,0.0005,0.0,0.0,0.9585998,0.034565747,0.0,0.0,0.0
493,0.9686,0.0309,0.0005,0.0,0.0,0.96704507,0.029354628,0.0,0.0,0.0
494,0.7501,0.2155,0.031,0.003,0.0002,0.74857104,0.21488476,0.0,0.0024245903,0.0
495,0.9686,0.0309,0.0005,0.0,0.0,0.9535222,0.048012767,0.0,0.0,0.0
496,0.9686,0.0309,0.0005,0.0,0.0,0.9662216,0.034358285,0.0,0.0,0.0
497,0.9686,0.0309,0.0005,0.0,0.0,0.967891,0.028752,0.0,0.0,0.0
498,0.7501,0.2155,0.031,0.003,0.0002,0.7501828,0.21622354,0.0,0.0,0.0
499,0.7501,0.2155,0.031,0.003,0.0002,0.7473623,0.21450526,0.0,0.0,0.0
500,0.7501,0.2155,0.031,0.003,0.0002,0.7478002,0.21683112,0.0,0.0,0.0
501,0.9686,0.0309,0.0005,0.0,0.0,0.9617827,0.034314904,0.0,0.0,0.0
502,0.9686,0.0309,0.0005,0.0,0.0,0.9623548,0.03361245,0.0,0.0,0.0
503,0.7501,0.2155,0.031,0.003,0.0002,0.7499362,0.21538901,0.0,0.0,0.0
504,0.7501,0.2155,0.031,0.003,0.0002,0.7506691,0.21559009,0.0,0.0,0.0
505,0.9686,0.0309,0.0005,0.0,0.0,0.9657022,0.030540232,0.0,0.0,0.0
506,0.9686,0.0309,0.0005,0.0,0.0,0.9677482,0.02976698,0.0,0.0,0.0
507,0.9686,0.0309,0.0005,0.0,0.0,0.96487033,0.036478877,0.0,0.0,0.0
508,0.9686,0.0309,0.0005,0.0,0.0,0.9668157,0.03011508,0.0,0.0,0.0
509,0.7501,0.2155,0.031,0.003,0.0002,0.7501685,0.2151289,0.0,0.0,0.0
510,0.7501,0.2155,0.031,0.003,0.0002,0.74894387,0.21413197,0.0,0.0007156674,0.0
511,0.9686,0.0309,0.0005,0.0,0.0,0.95699716,0.040087193,0.0,0.0,0.0
512,0.9686,0.0309,0.0005,0.0,0.0,0.955433,0.03276971,0.0,0.0,0.0
513,0.9686,0.0309,0.0005,0.0,0.0,0.9671732,0.030629545,0.0,0.0,0.0
514,0.7501,0.2155,0.031,0.003,0.0002,0.7451811,0.21953408,0.0,0.0,0.0
515,0.7501,0.2155,0.031,0.003,0.0002,0.94475186,0.0135904625,0.0,0.0,0.0
516,0.9686,0.0309,0.0005,0.0,0.0,0.96742487,0.03083539,0.0,0.0,0.0
517,0.9686,0.0309,0.0005,0.0,0.0,0.960807,0.037105456,0.0,0.0,0.0
518,0.7501,0.2155,0.031,0.003,0.0002,0.7454508,0.21988133,0.0,0.007454682,0.0
519,0.9686,0.0309,0.0005,0.0,0.0,0.96639717,0.026956119,0.0,0.0,0.0
520,0.7501,0.2155,0.031,0.003,0.0002,0.74474776,0.21946865,0.0,0.0,0.0
521,0.9686,0.0309,0.0005,0.0,0.0,0.96772873,0.029541958,0.0,0.0,0.0
522,0.9686,0.0309,0.0005,0.0,0.0,0.95123863,0.043902453,0.0,0.0,0.0
523,0.7501,0.2155,0.031,0.003,0.0002,0.75130594,0.21222724,0.0,0.0,0.0
524,0.9686,0.0309,0.0005,0.0,0.0,0.96757686,0.030283201,0.0,0.0,0.0
525,0.7501,0.2155,0.031,0.003,0.0002,0.7478039,0.21307573,0.0,0.00019367598,0.0
526,0.7501,0.2155,0.031,0.003,0.0002,0.7503933,0.2150287,0.0,0.0,0.0
527,0.9686,0.0309,0.0005,0.0,0.0,0.96191114,0.036708318,0.0,0.0,0.0
528,0.7501,0.2155,0.031,0.003,0.0002,0.7455214,0.21714689,0.0,0.0048375614,0.0
529,0.9686,0.0309,0.0005,0.0,0.0,0.9639753,0.033847522,0.0,0.0,0.0
530,0.9686,0.0309,0.0005,0.0,0.0,0.9575363,0.03571567,0.0,0.0,0.0
531,0.7501,0.2155,0.031,0.003,0.0002,0.7493806,0.21641994,0.0,0.0,0.0
532,0.7501,0.2155,0.031,0.003,0.0002,0.74818605,0.21496591,0.0,0.0,0.0
533,0.7501,0.2155,0.031,0.003,0.0002,0.7479397,0.21405926,0.0,0.0,0.0
534,0.7501,0.2155,0.031,0.003,0.0002,0.74469244,0.217282,0.0,0.0,0.0
535,0.9686,0.0309,0.0005,0.0,0.0,0.96797204,0.029053904,0.0,0.0,0.0
536,0.9686,0.0309,0.0005,0.0,0.0,0.96746457,0.03067961,0.0,0.0,0.0
537,0.7501,0.2155,0.031,0.003,0.0002,0.74624866,0.21572743,0.0,0.0032331552,0.0
538,0.7501,0.2155,0.031,0.003,0.0002,0.7464193,0.21629249,0.0,0.0038402565,0.0
539,0.9686,0.0309,0.0005,0.0,0.0,0.96822137,0.030860838,0.0,0.0,0.0
540,0.9686,0.0309,0.0005,0.0,0.0,0.96652186,0.030059114,0.0,0.0,0.0
541,0.9686,0.0309,0.0005,0.0,0.0,0.9521936,0.047827445,0.0,0.0,0.0
542,0.9686,0.0309,0.0005,0.0,0.0,0.96701986,0.03193462,0.0,0.0,0.0
543,0.7501,0.2155,0.031,0.003,0.0002,0.7492117,0.21402498,0.0,0.0010420177,0.0
544,0.9686,0.0309,0.0005,0.0,0.0,0.9645306,0.03346813,0.0,0.0,0.0
545,0.9686,0.0309,0.0005,0.0,0.0,0.9678141,0.028220456,0.0,0.0,0.0
546,0.9686,0.0309,0.0005,0.0,0.0,0.9684173,0.028261721,0.0,0.0,0.0
547,0.9686,0.0309,0.0005,0.0,0.0,0.967667,0.030127801,0.0,0.0,0.0
548,0.9686,0.0309,0.0005,0.0,0.0,0.9691474,0.027739614,0.0,0.0,0.0
549,0.7501,0.2155,0.031,0.003,0.0002,0.7499581,0.21528609,0.0,0.0,0.0
550,0.7501,0.2155,0.031,0.003,0.0002,0.7497257,0.21632105,0.0,0.0,0.0
551,0.9686,0.0309,0.0005,0.0,0.0,0.96737593,0.031088281,0.0,0.0,0.0
552,0.9686,0.0309,0.0005,0.0,0.0,0.95823395,0.03581344,0.0,0.0,0.0
553,0.7501,0.2155,0.031,0.003,0.0002,0.7485461,0.21516502,0.0,0.0,0.0
554,0.7501,0.2155,0.031,0.003,0.0002,0.74745923,0.21723948,0.0,0.0,0.0
555,0.7501,0.2155,0.031,0.003,0.0002,0.7475962,0.21748891,0.0,0.0,0.0
556,0.7501,0.2155,0.031,0.003,0.0002,0.7431209,0.21902555,0.0,0.005978368,0.0
557,0.9686,0.0309,0.0005,0.0,0.0,0.96482337,0.02933998,0.0,0.0,0.0
558,0.7501,0.2155,0.031,0.003,0.0002,0.74951255,0.21596704,0.0,0.0,0.0
559,0.9686,0.0309,0.0005,0.0,0.0,0.9550767,0.03310238,0.0,0.0,0.0
560,0.9686,0.0309,0.0005,0.0,0.0,0.95885783,0.03631085,0.0,0.0,0.0
561,0.9686,0.0309,0.0005,0.0,0.0,0.96292543,0.035213124,0.0,0.0,0.0
562,0.9686,0.0309,0.0005,0.0,0.0,0.95738786,0.035276864,0.0,0.0,0.0
563,0.7501,0.2155,0.031,0.003,0.0002,0.7496669,0.21605398,0.0,0.0,0.0
