,main_maximum,all_maxima,no_of_max,Intensity,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
537,0.73,"[-0.932 -0.772 -0.704 -0.628 -0.488 -0.424 -0.34  -0.178 -0.136 -0.084
 -0.034  0.116  0.202  0.274  0.456  0.506  0.592  0.73   0.81   0.864
  0.912]",21,"[1.95414282 4.97738862 6.99149006 3.68092572 6.42189508 6.79383751
 1.95317714 4.08291511 4.12348617 4.7691099  3.82635713 6.15072924
 4.12165675 3.1375575  5.97111022 4.11263457 4.91073086 8.32165907
 2.5954466  4.14945279 2.72168841]",0.75,0.25,0.5,0.75,0.75,0.25,0.865,"[0.034 0.114 0.148 0.186 0.256 0.288 0.33  0.411 0.432 0.458 0.483 0.558
 0.601 0.637 0.728 0.753 0.796 0.865 0.905 0.932 0.956]"
538,-0.566,[-0.688 -0.566 -0.048  0.032  0.598  0.656],6,[ 6.01450147 20.5826956  11.0930868  14.9575626  11.4372601  14.7102573 ],0.75,0.25,0.5,0.75,0.75,0.5,0.21700000000000003,[0.156 0.217 0.476 0.516 0.799 0.828]
539,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.166 -0.084 -0.032  0.116
  0.202  0.276  0.456  0.508  0.586  0.732  0.81   0.864  0.906]",19,"[5.13330741 7.04197801 3.66552008 6.33546506 6.81254854 1.98315911
 5.71886501 4.51639515 3.7776501  6.18114743 4.09424751 3.18539781
 5.91051012 3.99881697 5.17801238 8.42656981 2.57974984 4.22928087
 2.5815993 ]",0.75,0.25,0.5,0.75,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.417 0.458 0.484 0.558 0.601 0.638
 0.728 0.754 0.793 0.866 0.905 0.932 0.953]"
540,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.12
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,"[5.15257623 7.01007003 3.68393861 6.25594281 6.83605863 2.0055084
 5.71608465 4.57095319 3.78095123 6.25109654 4.14678375 3.18306656
 5.94246493 4.05708301 5.16869979 8.39913494 2.56178243 4.21408811]",0.75,0.25,0.75,0.25,0.25,0.25,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.56  0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
541,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,[23.2287127 11.2159547 15.0684805 11.0627877 14.7552308],0.75,0.25,0.75,0.25,0.25,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
542,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,"[5.12441134 6.81990143 3.65028595 6.49979435 6.81307378 1.99685493
 5.78618491 4.45620822 3.81788173 6.18249065 4.09964773 3.13980893
 5.93737452 3.99048174 5.11388641 8.18599657 2.56045448 4.19685937
 2.50295743]",0.75,0.25,0.75,0.25,0.25,0.75,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
543,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,"[1.92647229 5.14389351 7.10354933 3.65796895 6.6050914  6.84005601
 2.05320785 2.51572415 3.00054639 4.8423376  4.84741951 3.92922314
 6.20975661 4.14882419 3.12802786 5.92998834 4.0038641  4.94222287
 8.08721822 2.58114801 4.19938383 2.45933878]",0.75,0.25,0.75,0.25,0.5,0.25,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
544,-0.578,[-0.578 -0.046  0.032  0.6    0.65 ],5,[23.7377195 11.3377712 15.2643907 11.647905  15.0519662],0.75,0.25,0.75,0.25,0.5,0.5,0.21100000000000002,[0.211 0.477 0.516 0.8   0.825]
545,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,"[1.92646905 5.14389323 7.10354922 3.65796923 6.60509036 6.84005557
 2.05320921 2.51572288 3.00054565 4.84234403 4.84742307 3.92922249
 6.20975391 4.14882618 3.12802649 5.92998526 4.00386342 4.94223249
 8.08722302 2.58114786 4.19938441 2.45934024]",0.75,0.25,0.75,0.25,0.5,0.75,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
546,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,"[5.12441225 6.8199021  3.65028589 6.49979429 6.81307433 1.99685566
 5.78618493 4.45620904 3.8178809  6.1824904  4.0996467  3.13980888
 5.93737521 3.9904823  5.11388643 8.18599644 2.56045356 4.19686155
 2.50295568]",0.75,0.25,0.75,0.25,0.75,0.25,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
547,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,[23.2287097 11.2159554 15.0684817 11.0627899 14.7552308],0.75,0.25,0.75,0.25,0.75,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
548,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.118
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,"[5.15247633 7.00992487 3.68407407 6.25624553 6.83711624 2.00704646
 5.71677484 4.57011837 3.78120241 6.24914231 4.14575783 3.18307638
 5.94261304 4.05553338 5.17021916 8.40189366 2.5605114  4.2135159 ]",0.75,0.25,0.75,0.25,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.559 0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
549,0.176,[-0.134  0.176  0.46   0.808  0.848],5,[12.0865818 24.997199  24.8174565 15.4947243 12.6396481],0.75,0.25,0.75,0.5,0.25,0.25,0.588,[0.433 0.588 0.73  0.904 0.924]
550,0.926,[-0.83   0.926],2,[15.8706827 53.0158986],0.75,0.25,0.75,0.5,0.25,0.5,0.9630000000000001,[0.085 0.963]
551,0.468,[-0.128  0.182  0.468  0.81   0.854],5,[13.5965601 27.2160844 27.4469345 14.7727056 13.6749134],0.75,0.25,0.75,0.5,0.25,0.75,0.734,[0.436 0.591 0.734 0.905 0.927]
552,0.466,[-0.13   0.184  0.466  0.81   0.854],5,[13.3948611 26.3341546 27.5680772 14.8070558 13.6845023],0.75,0.25,0.75,0.5,0.5,0.25,0.733,[0.435 0.592 0.733 0.905 0.927]
553,0.924,[-0.828  0.924],2,[15.3783929 58.0518591],0.75,0.25,0.75,0.5,0.5,0.5,0.962,[0.086 0.962]
554,0.466,[-0.13   0.184  0.466  0.81   0.854],5,[13.3947587 26.3340488 27.5682886 14.8070293 13.6843677],0.75,0.25,0.75,0.5,0.5,0.75,0.733,[0.435 0.592 0.733 0.905 0.927]
555,0.468,[-0.128  0.182  0.468  0.81   0.854],5,[13.5965657 27.2160963 27.446905  14.7726998 13.6749207],0.75,0.25,0.75,0.5,0.75,0.25,0.734,[0.436 0.591 0.734 0.905 0.927]
556,0.926,[-0.83   0.926],2,[15.8701058 53.0158788],0.75,0.25,0.75,0.5,0.75,0.5,0.9630000000000001,[0.085 0.963]
557,0.176,[-0.134  0.176  0.46   0.808  0.848],5,[12.0850916 24.9940355 24.818841  15.4958998 12.6397627],0.75,0.25,0.75,0.5,0.75,0.75,0.588,[0.433 0.588 0.73  0.904 0.924]
558,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.49  -0.422 -0.344 -0.166 -0.084 -0.03
  0.116  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,"[1.93473936 5.0712374  6.95983265 3.68051264 6.14503021 6.80565582
 2.03930345 5.73205402 4.43906619 3.79816555 6.17807581 4.09378356
 3.13290108 5.94740675 4.00685785 5.02239398 8.54884777 2.63788193
 4.19365449]",0.75,0.25,0.75,0.75,0.25,0.25,0.866,"[0.035 0.112 0.149 0.185 0.255 0.289 0.328 0.417 0.458 0.485 0.558 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
559,-0.584,[-0.584 -0.042  0.034  0.598  0.656],5,[23.0003288 11.568112  14.9533582 11.182874  14.8807005],0.75,0.25,0.75,0.75,0.25,0.5,0.20800000000000002,[0.208 0.479 0.517 0.799 0.828]
560,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.484 -0.424 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.454  0.504  0.58   0.728  0.814  0.866  0.91 ]",19,"[1.92169056 5.10695138 7.34392535 3.55524924 6.81659805 6.84462369
 5.65169922 4.61397475 3.7965293  6.11045234 4.10860382 3.17264653
 5.96974104 3.94330085 4.38226208 8.40430131 2.44296846 4.21626634
 2.68017579]",0.75,0.25,0.75,0.75,0.25,0.75,0.864,"[0.035 0.113 0.143 0.186 0.258 0.288 0.416 0.458 0.484 0.558 0.601 0.637
 0.727 0.752 0.79  0.864 0.907 0.933 0.955]"
561,0.73,"[-0.928 -0.776 -0.698 -0.638 -0.48  -0.424 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",19,"[1.98841387 5.02029874 7.10408293 3.8836699  5.78547206 7.11215666
 5.68053447 4.72372688 3.88423082 6.12323759 4.12413048 3.13855455
 5.93176712 4.00521929 5.15397889 8.00986845 2.49603644 3.35136878
 2.63953343]",0.75,0.25,0.75,0.75,0.5,0.25,0.865,"[0.036 0.112 0.151 0.181 0.26  0.288 0.416 0.458 0.484 0.558 0.601 0.637
 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
562,-0.578,[-0.578 -0.044  0.034  0.6    0.656],5,[23.5201214 11.4079765 14.7527327 11.0924651 14.7981483],0.75,0.25,0.75,0.75,0.5,0.5,0.21100000000000002,[0.211 0.478 0.517 0.8   0.828]
563,0.73,"[-0.928 -0.774 -0.698 -0.638 -0.48  -0.424 -0.344 -0.168 -0.084 -0.032
  0.116  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",20,"[1.98807523 5.01906922 7.10638114 3.88213471 5.78489902 7.1155062
 1.99355526 5.67753437 4.72514168 3.88485876 6.125977   4.12195771
 3.13772916 5.9345435  4.0063023  5.14967284 8.00749895 2.49472883
 3.35229721 2.6372484 ]",0.75,0.25,0.75,0.75,0.5,0.75,0.865,"[0.036 0.113 0.151 0.181 0.26  0.288 0.328 0.416 0.458 0.484 0.558 0.601
 0.637 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
564,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.484 -0.424 -0.166 -0.084 -0.032  0.116
  0.202  0.272  0.456  0.504  0.578  0.728  0.814  0.864  0.906]",19,"[1.89180179 5.07412075 7.2944989  3.55999527 6.75212113 6.83980125
 5.70050807 4.61883889 3.81628491 6.1671405  4.1370842  3.16538654
 6.02159851 3.95063726 4.35911809 8.46341795 2.43453364 4.18756481
 2.70596963]",0.75,0.25,0.75,0.75,0.75,0.25,0.864,"[0.035 0.113 0.143 0.186 0.258 0.288 0.417 0.458 0.484 0.558 0.601 0.636
 0.728 0.752 0.789 0.864 0.907 0.932 0.953]"
565,-0.582,[-0.582 -0.042  0.034  0.598  0.656],5,[22.9646296 11.5837108 14.9623316 11.1597913 14.8866939],0.75,0.25,0.75,0.75,0.75,0.5,0.20900000000000002,[0.209 0.479 0.517 0.799 0.828]
566,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.49  -0.422 -0.344 -0.166 -0.084 -0.03
  0.116  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,"[1.93413926 5.07021272 6.96066974 3.6807896  6.14272974 6.80517436
 2.0396982  5.73113567 4.4398941  3.79808509 6.17808519 4.09701199
 3.1322724  5.94410394 4.00738479 5.01963638 8.54671051 2.63640388
 4.19193238]",0.75,0.25,0.75,0.75,0.75,0.75,0.866,"[0.035 0.112 0.149 0.185 0.255 0.289 0.328 0.417 0.458 0.485 0.558 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
567,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.906391  30.0207265 28.1435534 12.5961905  8.5185165],0.75,0.5,0.25,0.25,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
568,-0.428,[-0.428],1,[74.8755933],0.75,0.5,0.25,0.25,0.25,0.5,0.28600000000000003,[0.286]
569,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4546566  28.5321934  27.3818992  12.230494    8.90046599],0.75,0.5,0.25,0.25,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
570,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982525 29.3517397 27.7378698 11.712238   8.1793316],0.75,0.5,0.25,0.25,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
571,-0.426,[-0.426],1,[88.0030407],0.75,0.5,0.25,0.25,0.5,0.5,0.28700000000000003,[0.287]
572,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982434  29.3517236  27.7378554  11.7122465   8.17932268],0.75,0.5,0.25,0.25,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
573,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.450406   28.5266502  27.3622381  12.224351    8.88855859],0.75,0.5,0.25,0.25,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
574,-0.428,[-0.428],1,[74.8766315],0.75,0.5,0.25,0.25,0.75,0.5,0.28600000000000003,[0.286]
575,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8804714  30.0604458  28.1940153  12.5892031   8.49035624],0.75,0.5,0.25,0.25,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
576,-0.754,[-0.754 -0.69 ],2,[1.61221777 0.46094705],0.75,0.5,0.25,0.5,0.25,0.25,0.123,[0.123 0.155]
577,0.462,[0.462],1,[390.275642],0.75,0.5,0.25,0.5,0.25,0.5,0.731,[0.731]
578,-0.756,[-0.756],1,[0.67429775],0.75,0.5,0.25,0.5,0.25,0.75,0.122,[0.122]
579,-0.756,[-0.756],1,[0.6483986],0.75,0.5,0.25,0.5,0.5,0.25,0.122,[0.122]
580,0.462,[0.462],1,[392.963706],0.75,0.5,0.25,0.5,0.5,0.5,0.731,[0.731]
581,-0.756,[-0.756],1,[0.64839859],0.75,0.5,0.25,0.5,0.5,0.75,0.122,[0.122]
582,-0.756,[-0.756],1,[0.67429791],0.75,0.5,0.25,0.5,0.75,0.25,0.122,[0.122]
583,0.462,[0.462],1,[390.275641],0.75,0.5,0.25,0.5,0.75,0.5,0.731,[0.731]
584,-0.754,[-0.754 -0.69 ],2,[1.61221643 0.46094329],0.75,0.5,0.25,0.5,0.75,0.75,0.123,[0.123 0.155]
585,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0780557  29.6616969  26.8647717  12.3091385   8.58196385],0.75,0.5,0.25,0.75,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
586,-0.424,[-0.424],1,[79.2044282],0.75,0.5,0.25,0.75,0.25,0.5,0.28800000000000003,[0.288]
587,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721367  29.9582607  28.2609529  12.3489458   8.54112359],0.75,0.5,0.25,0.75,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
588,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685814  29.9898181  26.4713541  12.4468424   8.44711427],0.75,0.5,0.25,0.75,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
589,-0.44,[-0.44],1,[63.2799412],0.75,0.5,0.25,0.75,0.5,0.5,0.28,[0.28]
590,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685812  29.989818   26.4713549  12.4468422   8.44711419],0.75,0.5,0.25,0.75,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
591,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721369  29.9582608  28.2609533  12.3489455   8.54112331],0.75,0.5,0.25,0.75,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
592,-0.424,[-0.424],1,[79.2044443],0.75,0.5,0.25,0.75,0.75,0.5,0.28800000000000003,[0.288]
593,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0780544  29.6616991  26.8649324  12.3091399   8.58193521],0.75,0.5,0.25,0.75,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
594,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352917  29.3357011  27.4784802  12.159742    7.66370338],0.75,0.5,0.5,0.25,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
595,-0.432,[-0.432],1,[73.6519907],0.75,0.5,0.5,0.25,0.25,0.5,0.28400000000000003,[0.284]
596,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.854779   30.0791824  25.2012324  12.2968932   8.37171468],0.75,0.5,0.5,0.25,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
597,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.75,0.5,0.5,0.25,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
598,-0.428,[-0.428],1,[78.5344552],0.75,0.5,0.5,0.25,0.5,0.5,0.28600000000000003,[0.286]
599,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.75,0.5,0.5,0.25,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
600,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.854779   30.0791821  25.2012333  12.2968937   8.37171465],0.75,0.5,0.5,0.25,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
601,-0.432,[-0.432],1,[73.6519907],0.75,0.5,0.5,0.25,0.75,0.5,0.28400000000000003,[0.284]
602,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352913  29.3356972  27.4784755  12.159741    7.66370067],0.75,0.5,0.5,0.25,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
603,-0.762,[-0.762],1,[2.97459604],0.75,0.5,0.5,0.5,0.25,0.25,0.119,[0.119]
604,0.46,[0.46],1,[388.129844],0.75,0.5,0.5,0.5,0.25,0.5,0.73,[0.73]
605,-0.756,[-0.756],1,[0.67404833],0.75,0.5,0.5,0.5,0.25,0.75,0.122,[0.122]
606,-0.756,[-0.756],1,[0.6843217],0.75,0.5,0.5,0.5,0.5,0.25,0.122,[0.122]
607,0.462,[0.462],1,[393.832722],0.75,0.5,0.5,0.5,0.5,0.5,0.731,[0.731]
608,-0.756,[-0.756],1,[0.68439838],0.75,0.5,0.5,0.5,0.5,0.75,0.122,[0.122]
609,-0.756,[-0.756],1,[0.67402432],0.75,0.5,0.5,0.5,0.75,0.25,0.122,[0.122]
610,0.46,[0.46],1,[388.13014],0.75,0.5,0.5,0.5,0.75,0.5,0.73,[0.73]
611,-0.76,[-0.76],1,[2.92725284],0.75,0.5,0.5,0.5,0.75,0.75,0.12,[0.12]
612,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.5352913  29.3356988  27.4784783  12.1597434   7.66371464],0.75,0.5,0.5,0.75,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
613,-0.432,[-0.432],1,[73.6519907],0.75,0.5,0.5,0.75,0.25,0.5,0.28400000000000003,[0.284]
614,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.8547791  30.0791824  25.2012332  12.2968934   8.37171463],0.75,0.5,0.5,0.75,0.25,0.75,0.185,[0.031 0.185 0.327 0.522 0.902]
615,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.75,0.5,0.5,0.75,0.5,0.25,0.185,[0.031 0.185 0.326 0.521 0.902]
616,-0.428,[-0.428],1,[78.534299],0.75,0.5,0.5,0.75,0.5,0.5,0.28600000000000003,[0.286]
617,-0.63,[-0.938 -0.63  -0.348  0.042  0.804],5,[14.681745   30.1496538  27.1061522  12.1078978   8.33414516],0.75,0.5,0.5,0.75,0.5,0.75,0.185,[0.031 0.185 0.326 0.521 0.902]
618,-0.63,[-0.938 -0.63  -0.346  0.044  0.804],5,[14.8547787 30.0791819 25.2012335 12.2968932  8.3717149],0.75,0.5,0.5,0.75,0.75,0.25,0.185,[0.031 0.185 0.327 0.522 0.902]
619,-0.432,[-0.432],1,[73.6519907],0.75,0.5,0.5,0.75,0.75,0.5,0.28400000000000003,[0.284]
620,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,[14.535291   29.335702   27.47848    12.1597426   7.66370853],0.75,0.5,0.5,0.75,0.75,0.75,0.186,[0.032 0.186 0.327 0.523 0.901]
621,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0779843 29.6617139 26.865337  12.3092996  8.5820003],0.75,0.5,0.75,0.25,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
622,-0.424,[-0.424],1,[79.2044268],0.75,0.5,0.75,0.25,0.25,0.5,0.28800000000000003,[0.288]
623,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721381  29.9582614  28.2609535  12.3489461   8.54112274],0.75,0.5,0.75,0.25,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
624,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685811  29.989818   26.4713551  12.4468423   8.44711407],0.75,0.5,0.75,0.25,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
625,-0.44,[-0.44],1,[63.2809222],0.75,0.5,0.75,0.25,0.5,0.5,0.28,[0.28]
626,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,[14.7685813  29.9898181  26.4713548  12.4468423   8.44711424],0.75,0.5,0.75,0.25,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
627,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,[14.8721389  29.9582613  28.2609529  12.3489458   8.54112361],0.75,0.5,0.75,0.25,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
628,-0.424,[-0.424],1,[79.204477],0.75,0.5,0.75,0.25,0.75,0.5,0.28800000000000003,[0.288]
629,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,[15.0780129  29.6617672  26.8649668  12.3091261   8.58193704],0.75,0.5,0.75,0.25,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
630,-0.754,[-0.754 -0.69 ],2,[1.61218884 0.4609489 ],0.75,0.5,0.75,0.5,0.25,0.25,0.123,[0.123 0.155]
631,0.462,[0.462],1,[390.275647],0.75,0.5,0.75,0.5,0.25,0.5,0.731,[0.731]
632,-0.756,[-0.756],1,[0.67429785],0.75,0.5,0.75,0.5,0.25,0.75,0.122,[0.122]
633,-0.756,[-0.756],1,[0.6483986],0.75,0.5,0.75,0.5,0.5,0.25,0.122,[0.122]
634,0.462,[0.462],1,[392.963977],0.75,0.5,0.75,0.5,0.5,0.5,0.731,[0.731]
635,-0.756,[-0.756],1,[0.64839859],0.75,0.5,0.75,0.5,0.5,0.75,0.122,[0.122]
636,-0.756,[-0.756],1,[0.6742977],0.75,0.5,0.75,0.5,0.75,0.25,0.122,[0.122]
637,0.462,[0.462],1,[390.27564],0.75,0.5,0.75,0.5,0.75,0.5,0.731,[0.731]
638,-0.754,[-0.754 -0.69 ],2,[1.61220709 0.4609421 ],0.75,0.5,0.75,0.5,0.75,0.75,0.123,[0.123 0.155]
639,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8688886  30.0039062  28.1849772  12.6110729   8.50363339],0.75,0.5,0.75,0.75,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
640,-0.428,[-0.428],1,[74.8769683],0.75,0.5,0.75,0.75,0.25,0.5,0.28600000000000003,[0.286]
641,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4418964  28.507283   27.3470235  12.2167341   8.89230077],0.75,0.5,0.75,0.75,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
642,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982443 29.3517218 27.7378574 11.7122382  8.1793263],0.75,0.5,0.75,0.75,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
643,-0.426,[-0.426],1,[87.9768896],0.75,0.5,0.75,0.75,0.5,0.5,0.28700000000000003,[0.287]
644,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,[14.0982559  29.3517431  27.7378768  11.7122396   8.17932235],0.75,0.5,0.75,0.75,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
645,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,[14.4413658  28.5080703  27.3452784  12.2166664   8.88763795],0.75,0.5,0.75,0.75,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
646,-0.428,[-0.428],1,[74.8759847],0.75,0.5,0.75,0.75,0.75,0.5,0.28600000000000003,[0.286]
647,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,[14.8717748  29.9540749  28.1581961  12.5983819   8.49901307],0.75,0.5,0.75,0.75,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
648,0.748,"[-0.914 -0.758 -0.69  -0.612 -0.472 -0.406 -0.328 -0.154 -0.068 -0.014
  0.132  0.222  0.292  0.472  0.524  0.602  0.748  0.826  0.882]",19,"[1.91637068 5.27763124 6.91735765 3.55750656 6.82131114 6.53225282
 2.04283636 5.83243945 4.57638368 3.78055194 6.30896024 4.17489755
 3.13045654 5.96327814 4.03039289 5.14686115 7.84138767 2.65300557
 4.27572456]",0.75,0.75,0.25,0.25,0.25,0.25,0.874,"[0.043 0.121 0.155 0.194 0.264 0.297 0.336 0.423 0.466 0.493 0.566 0.611
 0.646 0.736 0.762 0.801 0.874 0.913 0.941]"
649,-0.574,[-0.574 -0.048  0.032  0.596  0.658],5,[23.8911013 11.0444884 15.0953911 11.1673098 14.8504961],0.75,0.75,0.25,0.25,0.25,0.5,0.21300000000000002,[0.213 0.476 0.516 0.798 0.829]
