,main_maximum,all_maxima,no_of_max,k6a1,k6a2,k11,k12,k9a1,k9a2,Energy_highest_max_normalized,Energy_all_max_normalized
482,0.728,"[-0.92  -0.776 -0.704 -0.628 -0.484 -0.424 -0.342 -0.164 -0.084 -0.032
  0.116  0.2    0.274  0.454  0.506  0.58   0.728  0.868  0.906]",19,0.5,0.75,0.75,0.75,0.5,0.75,0.864,"[0.04  0.112 0.148 0.186 0.258 0.288 0.329 0.418 0.458 0.484 0.558 0.6
 0.637 0.727 0.753 0.79  0.864 0.934 0.953]"
483,-0.706,"[-0.922 -0.78  -0.706 -0.628 -0.49  -0.42  -0.342 -0.176 -0.09  -0.028
  0.118  0.196  0.268  0.454  0.506  0.578  0.742  0.86 ]",18,0.5,0.75,0.75,0.75,0.75,0.25,0.14700000000000002,"[0.039 0.11  0.147 0.186 0.255 0.29  0.329 0.412 0.455 0.486 0.559 0.598
 0.634 0.727 0.753 0.789 0.871 0.93 ]"
484,-0.572,[-0.572 -0.052  0.036  0.6    0.658],5,0.5,0.75,0.75,0.75,0.75,0.5,0.21400000000000002,[0.214 0.474 0.518 0.8   0.829]
485,0.732,"[-0.932 -0.784 -0.7   -0.632 -0.502 -0.42  -0.166 -0.108 -0.084 -0.028
  0.118  0.202  0.256  0.454  0.51   0.57   0.732  0.852  0.892]",19,0.5,0.75,0.75,0.75,0.75,0.75,0.866,"[0.034 0.108 0.15  0.184 0.249 0.29  0.417 0.446 0.458 0.486 0.559 0.601
 0.628 0.727 0.755 0.785 0.866 0.926 0.946]"
486,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.492 -0.422 -0.344 -0.166 -0.084 -0.03
  0.116  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,0.75,0.25,0.25,0.25,0.25,0.25,0.866,"[0.035 0.112 0.149 0.185 0.254 0.289 0.328 0.417 0.458 0.485 0.558 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
487,-0.584,[-0.584 -0.042  0.034  0.598  0.656],5,0.75,0.25,0.25,0.25,0.25,0.5,0.20800000000000002,[0.208 0.479 0.517 0.799 0.828]
488,0.728,"[-0.932 -0.774 -0.714 -0.628 -0.484 -0.424 -0.166 -0.084 -0.032  0.116
  0.202  0.274  0.454  0.502  0.58   0.728  0.814  0.866  0.91 ]",19,0.75,0.25,0.25,0.25,0.25,0.75,0.864,"[0.034 0.113 0.143 0.186 0.258 0.288 0.417 0.458 0.484 0.558 0.601 0.637
 0.727 0.751 0.79  0.864 0.907 0.933 0.955]"
489,0.73,"[-0.928 -0.774 -0.698 -0.638 -0.48  -0.424 -0.344 -0.168 -0.084 -0.032
  0.116  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",20,0.75,0.25,0.25,0.25,0.5,0.25,0.865,"[0.036 0.113 0.151 0.181 0.26  0.288 0.328 0.416 0.458 0.484 0.558 0.601
 0.637 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
490,-0.578,[-0.578 -0.044  0.034  0.6    0.656],5,0.75,0.25,0.25,0.25,0.5,0.5,0.21100000000000002,[0.211 0.478 0.517 0.8   0.828]
491,0.73,"[-0.928 -0.776 -0.698 -0.638 -0.48  -0.424 -0.344 -0.168 -0.084 -0.032
  0.116  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",20,0.75,0.25,0.25,0.25,0.5,0.75,0.865,"[0.036 0.112 0.151 0.181 0.26  0.288 0.328 0.416 0.458 0.484 0.558 0.601
 0.637 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
492,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.484 -0.424 -0.166 -0.084 -0.032  0.116
  0.202  0.272  0.456  0.504  0.578  0.728  0.814  0.864  0.908]",19,0.75,0.25,0.25,0.25,0.75,0.25,0.864,"[0.035 0.113 0.143 0.186 0.258 0.288 0.417 0.458 0.484 0.558 0.601 0.636
 0.728 0.752 0.789 0.864 0.907 0.932 0.954]"
493,-0.582,[-0.582 -0.042  0.034  0.598  0.656],5,0.75,0.25,0.25,0.25,0.75,0.5,0.20900000000000002,[0.209 0.479 0.517 0.799 0.828]
494,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.492 -0.422 -0.344 -0.166 -0.084 -0.03
  0.118  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,0.75,0.25,0.25,0.25,0.75,0.75,0.866,"[0.035 0.112 0.149 0.185 0.254 0.289 0.328 0.417 0.458 0.485 0.559 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
495,0.176,[-0.134  0.176  0.46   0.808  0.848],5,0.75,0.25,0.25,0.5,0.25,0.25,0.588,[0.433 0.588 0.73  0.904 0.924]
496,0.926,[-0.83   0.926],2,0.75,0.25,0.25,0.5,0.25,0.5,0.9630000000000001,[0.085 0.963]
497,0.468,[-0.128  0.182  0.468  0.81   0.854],5,0.75,0.25,0.25,0.5,0.25,0.75,0.734,[0.436 0.591 0.734 0.905 0.927]
498,0.466,[-0.13   0.184  0.466  0.81   0.854],5,0.75,0.25,0.25,0.5,0.5,0.25,0.733,[0.435 0.592 0.733 0.905 0.927]
499,0.924,[-0.828  0.924],2,0.75,0.25,0.25,0.5,0.5,0.5,0.962,[0.086 0.962]
500,0.466,[-0.13   0.184  0.466  0.81   0.854],5,0.75,0.25,0.25,0.5,0.5,0.75,0.733,[0.435 0.592 0.733 0.905 0.927]
501,0.468,[-0.128  0.182  0.468  0.81   0.854],5,0.75,0.25,0.25,0.5,0.75,0.25,0.734,[0.436 0.591 0.734 0.905 0.927]
502,0.926,[-0.83   0.926],2,0.75,0.25,0.25,0.5,0.75,0.5,0.9630000000000001,[0.085 0.963]
503,0.176,[-0.134  0.176  0.46   0.808  0.848],5,0.75,0.25,0.25,0.5,0.75,0.75,0.588,[0.433 0.588 0.73  0.904 0.924]
504,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.12
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,0.75,0.25,0.25,0.75,0.25,0.25,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.56  0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
505,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,0.75,0.25,0.25,0.75,0.25,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
506,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,0.75,0.25,0.25,0.75,0.25,0.75,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
507,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,0.75,0.25,0.25,0.75,0.5,0.25,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
508,-0.578,[-0.578 -0.046  0.032  0.6    0.65 ],5,0.75,0.25,0.25,0.75,0.5,0.5,0.21100000000000002,[0.211 0.477 0.516 0.8   0.825]
509,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,0.75,0.25,0.25,0.75,0.5,0.75,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
510,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,0.75,0.25,0.25,0.75,0.75,0.25,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
511,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,0.75,0.25,0.25,0.75,0.75,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
512,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.12
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,0.75,0.25,0.25,0.75,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.56  0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
513,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.166 -0.084 -0.032  0.116
  0.202  0.276  0.456  0.508  0.586  0.732  0.81   0.864  0.906]",19,0.75,0.25,0.5,0.25,0.25,0.25,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.417 0.458 0.484 0.558 0.601 0.638
 0.728 0.754 0.793 0.866 0.905 0.932 0.953]"
514,-0.566,[-0.688 -0.566 -0.048  0.032  0.598  0.656],6,0.75,0.25,0.5,0.25,0.25,0.5,0.21700000000000003,[0.156 0.217 0.476 0.516 0.799 0.828]
515,0.73,"[-0.932 -0.772 -0.704 -0.628 -0.488 -0.424 -0.34  -0.178 -0.136 -0.084
 -0.034  0.116  0.202  0.274  0.456  0.506  0.592  0.73   0.81   0.864
  0.912]",21,0.75,0.25,0.5,0.25,0.25,0.75,0.865,"[0.034 0.114 0.148 0.186 0.256 0.288 0.33  0.411 0.432 0.458 0.483 0.558
 0.601 0.637 0.728 0.753 0.796 0.865 0.905 0.932 0.956]"
516,0.732,"[-0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.168 -0.082 -0.032  0.116
  0.202  0.274  0.456  0.506  0.586  0.732  0.81   0.864  0.908]",19,0.75,0.25,0.5,0.25,0.5,0.25,0.866,"[0.113 0.147 0.184 0.256 0.288 0.33  0.416 0.459 0.484 0.558 0.601 0.637
 0.728 0.753 0.793 0.866 0.905 0.932 0.954]"
517,-0.578,[-0.578 -0.048  0.034  0.6    0.656],5,0.75,0.25,0.5,0.25,0.5,0.5,0.21100000000000002,[0.211 0.476 0.517 0.8   0.828]
518,0.732,"[-0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.168 -0.082 -0.032  0.116
  0.202  0.274  0.456  0.506  0.586  0.732  0.81   0.864  0.908]",19,0.75,0.25,0.5,0.25,0.5,0.75,0.866,"[0.113 0.147 0.184 0.256 0.288 0.33  0.416 0.459 0.484 0.558 0.601 0.637
 0.728 0.753 0.793 0.866 0.905 0.932 0.954]"
519,0.73,"[-0.932 -0.772 -0.704 -0.628 -0.488 -0.424 -0.34  -0.178 -0.136 -0.084
 -0.034  0.116  0.202  0.274  0.456  0.506  0.592  0.73   0.81   0.864
  0.912]",21,0.75,0.25,0.5,0.25,0.75,0.25,0.865,"[0.034 0.114 0.148 0.186 0.256 0.288 0.33  0.411 0.432 0.458 0.483 0.558
 0.601 0.637 0.728 0.753 0.796 0.865 0.905 0.932 0.956]"
520,-0.566,[-0.688 -0.566 -0.048  0.032  0.598  0.656],6,0.75,0.25,0.5,0.25,0.75,0.5,0.21700000000000003,[0.156 0.217 0.476 0.516 0.799 0.828]
521,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.166 -0.084 -0.032  0.116
  0.202  0.276  0.456  0.508  0.586  0.732  0.81   0.864  0.906]",19,0.75,0.25,0.5,0.25,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.417 0.458 0.484 0.558 0.601 0.638
 0.728 0.754 0.793 0.866 0.905 0.932 0.953]"
522,0.468,[-0.124  0.186  0.468  0.81   0.858],5,0.75,0.25,0.5,0.5,0.25,0.25,0.734,[0.438 0.593 0.734 0.905 0.929]
523,0.924,[-0.832  0.924],2,0.75,0.25,0.5,0.5,0.25,0.5,0.962,[0.084 0.962]
524,0.466,[-0.126  0.176  0.466  0.81   0.854],5,0.75,0.25,0.5,0.5,0.25,0.75,0.733,[0.437 0.588 0.733 0.905 0.927]
525,0.466,[-0.128  0.192  0.466  0.808  0.854],5,0.75,0.25,0.5,0.5,0.5,0.25,0.733,[0.436 0.596 0.733 0.904 0.927]
526,0.924,[-0.832  0.924],2,0.75,0.25,0.5,0.5,0.5,0.5,0.962,[0.084 0.962]
527,0.466,[-0.128  0.192  0.466  0.808  0.854],5,0.75,0.25,0.5,0.5,0.5,0.75,0.733,[0.436 0.596 0.733 0.904 0.927]
528,0.466,[-0.126  0.176  0.466  0.81   0.854],5,0.75,0.25,0.5,0.5,0.75,0.25,0.733,[0.437 0.588 0.733 0.905 0.927]
529,0.924,[-0.832  0.924],2,0.75,0.25,0.5,0.5,0.75,0.5,0.962,[0.084 0.962]
530,0.468,[-0.124  0.186  0.468  0.808  0.858],5,0.75,0.25,0.5,0.5,0.75,0.75,0.734,[0.438 0.593 0.734 0.904 0.929]
531,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.166 -0.084 -0.032  0.116
  0.202  0.276  0.456  0.508  0.586  0.732  0.81   0.864  0.906]",19,0.75,0.25,0.5,0.75,0.25,0.25,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.417 0.458 0.484 0.558 0.601 0.638
 0.728 0.754 0.793 0.866 0.905 0.932 0.953]"
532,-0.566,[-0.688 -0.566 -0.048  0.032  0.598  0.656],6,0.75,0.25,0.5,0.75,0.25,0.5,0.21700000000000003,[0.156 0.217 0.476 0.516 0.799 0.828]
533,0.73,"[-0.932 -0.772 -0.704 -0.628 -0.488 -0.424 -0.34  -0.178 -0.136 -0.084
 -0.034  0.116  0.202  0.274  0.456  0.506  0.592  0.73   0.81   0.864
  0.912]",21,0.75,0.25,0.5,0.75,0.25,0.75,0.865,"[0.034 0.114 0.148 0.186 0.256 0.288 0.33  0.411 0.432 0.458 0.483 0.558
 0.601 0.637 0.728 0.753 0.796 0.865 0.905 0.932 0.956]"
534,0.732,"[-0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.168 -0.082 -0.032  0.116
  0.202  0.274  0.456  0.506  0.586  0.732  0.81   0.864  0.908]",19,0.75,0.25,0.5,0.75,0.5,0.25,0.866,"[0.113 0.147 0.184 0.256 0.288 0.33  0.416 0.459 0.484 0.558 0.601 0.637
 0.728 0.753 0.793 0.866 0.905 0.932 0.954]"
535,-0.578,[-0.578 -0.048  0.034  0.6    0.656],5,0.75,0.25,0.5,0.75,0.5,0.5,0.21100000000000002,[0.211 0.476 0.517 0.8   0.828]
536,0.732,"[-0.774 -0.706 -0.632 -0.488 -0.424 -0.34  -0.168 -0.082 -0.032  0.116
  0.202  0.274  0.456  0.506  0.586  0.732  0.81   0.864  0.908]",19,0.75,0.25,0.5,0.75,0.5,0.75,0.866,"[0.113 0.147 0.184 0.256 0.288 0.33  0.416 0.459 0.484 0.558 0.601 0.637
 0.728 0.753 0.793 0.866 0.905 0.932 0.954]"
537,0.73,"[-0.932 -0.772 -0.704 -0.628 -0.488 -0.424 -0.34  -0.178 -0.136 -0.084
 -0.034  0.116  0.202  0.274  0.456  0.506  0.592  0.73   0.81   0.864
  0.912]",21,0.75,0.25,0.5,0.75,0.75,0.25,0.865,"[0.034 0.114 0.148 0.186 0.256 0.288 0.33  0.411 0.432 0.458 0.483 0.558
 0.601 0.637 0.728 0.753 0.796 0.865 0.905 0.932 0.956]"
538,-0.566,[-0.688 -0.566 -0.048  0.032  0.598  0.656],6,0.75,0.25,0.5,0.75,0.75,0.5,0.21700000000000003,[0.156 0.217 0.476 0.516 0.799 0.828]
539,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.166 -0.084 -0.032  0.116
  0.202  0.276  0.456  0.508  0.586  0.732  0.81   0.864  0.906]",19,0.75,0.25,0.5,0.75,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.417 0.458 0.484 0.558 0.601 0.638
 0.728 0.754 0.793 0.866 0.905 0.932 0.953]"
540,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.12
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,0.75,0.25,0.75,0.25,0.25,0.25,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.56  0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
541,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,0.75,0.25,0.75,0.25,0.25,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
542,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,0.75,0.25,0.75,0.25,0.25,0.75,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
543,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,0.75,0.25,0.75,0.25,0.5,0.25,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
544,-0.578,[-0.578 -0.046  0.032  0.6    0.65 ],5,0.75,0.25,0.75,0.25,0.5,0.5,0.21100000000000002,[0.211 0.477 0.516 0.8   0.825]
545,0.73,"[-0.932 -0.774 -0.706 -0.632 -0.488 -0.424 -0.336 -0.29  -0.182 -0.098
 -0.088 -0.032  0.118  0.2    0.276  0.456  0.506  0.586  0.73   0.81
  0.864  0.908]",22,0.75,0.25,0.75,0.25,0.5,0.75,0.865,"[0.034 0.113 0.147 0.184 0.256 0.288 0.332 0.355 0.409 0.451 0.456 0.484
 0.559 0.6   0.638 0.728 0.753 0.793 0.865 0.905 0.932 0.954]"
546,0.73,"[-0.774 -0.704 -0.628 -0.488 -0.424 -0.34  -0.17  -0.084 -0.032  0.116
  0.2    0.272  0.456  0.506  0.586  0.73   0.81   0.864  0.91 ]",19,0.75,0.25,0.75,0.25,0.75,0.25,0.865,"[0.113 0.148 0.186 0.256 0.288 0.33  0.415 0.458 0.484 0.558 0.6   0.636
 0.728 0.753 0.793 0.865 0.905 0.932 0.955]"
547,-0.582,[-0.582 -0.046  0.032  0.6    0.66 ],5,0.75,0.25,0.75,0.25,0.75,0.5,0.20900000000000002,[0.209 0.477 0.516 0.8   0.83 ]
548,0.732,"[-0.774 -0.706 -0.63  -0.488 -0.424 -0.34  -0.164 -0.084 -0.032  0.118
  0.202  0.274  0.456  0.51   0.586  0.732  0.81   0.864]",18,0.75,0.25,0.75,0.25,0.75,0.75,0.866,"[0.113 0.147 0.185 0.256 0.288 0.33  0.418 0.458 0.484 0.559 0.601 0.637
 0.728 0.755 0.793 0.866 0.905 0.932]"
549,0.176,[-0.134  0.176  0.46   0.808  0.848],5,0.75,0.25,0.75,0.5,0.25,0.25,0.588,[0.433 0.588 0.73  0.904 0.924]
550,0.926,[-0.83   0.926],2,0.75,0.25,0.75,0.5,0.25,0.5,0.9630000000000001,[0.085 0.963]
551,0.468,[-0.128  0.182  0.468  0.81   0.854],5,0.75,0.25,0.75,0.5,0.25,0.75,0.734,[0.436 0.591 0.734 0.905 0.927]
552,0.466,[-0.13   0.184  0.466  0.81   0.854],5,0.75,0.25,0.75,0.5,0.5,0.25,0.733,[0.435 0.592 0.733 0.905 0.927]
553,0.924,[-0.828  0.924],2,0.75,0.25,0.75,0.5,0.5,0.5,0.962,[0.086 0.962]
554,0.466,[-0.13   0.184  0.466  0.81   0.854],5,0.75,0.25,0.75,0.5,0.5,0.75,0.733,[0.435 0.592 0.733 0.905 0.927]
555,0.468,[-0.128  0.182  0.468  0.81   0.854],5,0.75,0.25,0.75,0.5,0.75,0.25,0.734,[0.436 0.591 0.734 0.905 0.927]
556,0.926,[-0.83   0.926],2,0.75,0.25,0.75,0.5,0.75,0.5,0.9630000000000001,[0.085 0.963]
557,0.176,[-0.134  0.176  0.46   0.808  0.848],5,0.75,0.25,0.75,0.5,0.75,0.75,0.588,[0.433 0.588 0.73  0.904 0.924]
558,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.49  -0.422 -0.344 -0.166 -0.084 -0.03
  0.116  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,0.75,0.25,0.75,0.75,0.25,0.25,0.866,"[0.035 0.112 0.149 0.185 0.255 0.289 0.328 0.417 0.458 0.485 0.558 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
559,-0.584,[-0.584 -0.042  0.034  0.598  0.656],5,0.75,0.25,0.75,0.75,0.25,0.5,0.20800000000000002,[0.208 0.479 0.517 0.799 0.828]
560,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.484 -0.424 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.454  0.504  0.58   0.728  0.814  0.866  0.91 ]",19,0.75,0.25,0.75,0.75,0.25,0.75,0.864,"[0.035 0.113 0.143 0.186 0.258 0.288 0.416 0.458 0.484 0.558 0.601 0.637
 0.727 0.752 0.79  0.864 0.907 0.933 0.955]"
561,0.73,"[-0.928 -0.776 -0.698 -0.638 -0.48  -0.424 -0.168 -0.084 -0.032  0.116
  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",19,0.75,0.25,0.75,0.75,0.5,0.25,0.865,"[0.036 0.112 0.151 0.181 0.26  0.288 0.416 0.458 0.484 0.558 0.601 0.637
 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
562,-0.578,[-0.578 -0.044  0.034  0.6    0.656],5,0.75,0.25,0.75,0.75,0.5,0.5,0.21100000000000002,[0.211 0.478 0.517 0.8   0.828]
563,0.73,"[-0.928 -0.774 -0.698 -0.638 -0.48  -0.424 -0.344 -0.168 -0.084 -0.032
  0.116  0.202  0.274  0.456  0.508  0.584  0.73   0.808  0.868  0.91 ]",20,0.75,0.25,0.75,0.75,0.5,0.75,0.865,"[0.036 0.113 0.151 0.181 0.26  0.288 0.328 0.416 0.458 0.484 0.558 0.601
 0.637 0.728 0.754 0.792 0.865 0.904 0.934 0.955]"
564,0.728,"[-0.93  -0.774 -0.714 -0.628 -0.484 -0.424 -0.166 -0.084 -0.032  0.116
  0.202  0.272  0.456  0.504  0.578  0.728  0.814  0.864  0.906]",19,0.75,0.25,0.75,0.75,0.75,0.25,0.864,"[0.035 0.113 0.143 0.186 0.258 0.288 0.417 0.458 0.484 0.558 0.601 0.636
 0.728 0.752 0.789 0.864 0.907 0.932 0.953]"
565,-0.582,[-0.582 -0.042  0.034  0.598  0.656],5,0.75,0.25,0.75,0.75,0.75,0.5,0.20900000000000002,[0.209 0.479 0.517 0.799 0.828]
566,0.732,"[-0.93  -0.776 -0.702 -0.63  -0.49  -0.422 -0.344 -0.166 -0.084 -0.03
  0.116  0.202  0.27   0.454  0.508  0.582  0.732  0.814  0.86 ]",19,0.75,0.25,0.75,0.75,0.75,0.75,0.866,"[0.035 0.112 0.149 0.185 0.255 0.289 0.328 0.417 0.458 0.485 0.558 0.601
 0.635 0.727 0.754 0.791 0.866 0.907 0.93 ]"
567,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,0.75,0.5,0.25,0.25,0.25,0.25,0.185,[0.03  0.185 0.326 0.522 0.9  ]
568,-0.428,[-0.428],1,0.75,0.5,0.25,0.25,0.25,0.5,0.28600000000000003,[0.286]
569,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,0.75,0.5,0.25,0.25,0.25,0.75,0.181,[0.03  0.181 0.328 0.522 0.901]
570,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,0.75,0.5,0.25,0.25,0.5,0.25,0.184,[0.031 0.184 0.327 0.523 0.902]
571,-0.426,[-0.426],1,0.75,0.5,0.25,0.25,0.5,0.5,0.28700000000000003,[0.287]
572,-0.632,[-0.938 -0.632 -0.346  0.046  0.804],5,0.75,0.5,0.25,0.25,0.5,0.75,0.184,[0.031 0.184 0.327 0.523 0.902]
573,-0.638,[-0.94  -0.638 -0.344  0.044  0.802],5,0.75,0.5,0.25,0.25,0.75,0.25,0.181,[0.03  0.181 0.328 0.522 0.901]
574,-0.428,[-0.428],1,0.75,0.5,0.25,0.25,0.75,0.5,0.28600000000000003,[0.286]
575,-0.63,[-0.94  -0.63  -0.348  0.044  0.8  ],5,0.75,0.5,0.25,0.25,0.75,0.75,0.185,[0.03  0.185 0.326 0.522 0.9  ]
576,-0.754,[-0.754 -0.69 ],2,0.75,0.5,0.25,0.5,0.25,0.25,0.123,[0.123 0.155]
577,0.462,[0.462],1,0.75,0.5,0.25,0.5,0.25,0.5,0.731,[0.731]
578,-0.756,[-0.756],1,0.75,0.5,0.25,0.5,0.25,0.75,0.122,[0.122]
579,-0.756,[-0.756],1,0.75,0.5,0.25,0.5,0.5,0.25,0.122,[0.122]
580,0.462,[0.462],1,0.75,0.5,0.25,0.5,0.5,0.5,0.731,[0.731]
581,-0.756,[-0.756],1,0.75,0.5,0.25,0.5,0.5,0.75,0.122,[0.122]
582,-0.756,[-0.756],1,0.75,0.5,0.25,0.5,0.75,0.25,0.122,[0.122]
583,0.462,[0.462],1,0.75,0.5,0.25,0.5,0.75,0.5,0.731,[0.731]
584,-0.754,[-0.754 -0.69 ],2,0.75,0.5,0.25,0.5,0.75,0.75,0.123,[0.123 0.155]
585,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,0.75,0.5,0.25,0.75,0.25,0.25,0.186,[0.033 0.186 0.327 0.525 0.901]
586,-0.424,[-0.424],1,0.75,0.5,0.25,0.75,0.25,0.5,0.28800000000000003,[0.288]
587,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,0.75,0.5,0.25,0.75,0.25,0.75,0.185,[0.031 0.185 0.325 0.521 0.902]
588,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,0.75,0.5,0.25,0.75,0.5,0.25,0.185,[0.031 0.185 0.321 0.522 0.902]
589,-0.44,[-0.44],1,0.75,0.5,0.25,0.75,0.5,0.5,0.28,[0.28]
590,-0.63,[-0.938 -0.63  -0.358  0.044  0.804],5,0.75,0.5,0.25,0.75,0.5,0.75,0.185,[0.031 0.185 0.321 0.522 0.902]
591,-0.63,[-0.938 -0.63  -0.35   0.042  0.804],5,0.75,0.5,0.25,0.75,0.75,0.25,0.185,[0.031 0.185 0.325 0.521 0.902]
592,-0.424,[-0.424],1,0.75,0.5,0.25,0.75,0.75,0.5,0.28800000000000003,[0.288]
593,-0.628,[-0.934 -0.628 -0.346  0.05   0.802],5,0.75,0.5,0.25,0.75,0.75,0.75,0.186,[0.033 0.186 0.327 0.525 0.901]
594,-0.628,[-0.936 -0.628 -0.346  0.046  0.802],5,0.75,0.5,0.5,0.25,0.25,0.25,0.186,[0.032 0.186 0.327 0.523 0.901]
595,-0.432,[-0.432],1,0.75,0.5,0.5,0.25,0.25,0.5,0.28400000000000003,[0.284]
