,,Energy,Intensity
spectrum276,9,-0.17,5.77360822
spectrum276,10,-0.084,4.53808605
spectrum276,11,-0.034,3.80558999
spectrum276,12,0.116,6.09964851
spectrum276,13,0.206,4.10529061
spectrum276,14,0.274,3.19614164
spectrum276,15,0.456,5.98552202
spectrum276,16,0.506,3.93469233
spectrum276,17,0.588,5.09399851
spectrum276,18,0.73,8.33292411
spectrum276,19,0.81,2.52794651
spectrum276,20,0.864,4.18880868
spectrum276,21,0.908,2.60321203
spectrum277,0,-0.69,3.67940172
spectrum277,1,-0.574,23.2292881
spectrum277,2,-0.28,2.76984546
spectrum277,3,-0.046,11.2105704
spectrum277,4,0.032,14.8843423
spectrum277,5,0.598,11.0800388
spectrum277,6,0.658,14.764953400000001
spectrum278,0,-0.924,1.87708114
spectrum278,1,-0.774,5.07414418
spectrum278,2,-0.706,7.0355916
spectrum278,3,-0.632,3.66464647
spectrum278,4,-0.488,6.02097678
spectrum278,5,-0.424,6.8771888
spectrum278,6,-0.34,2.04077812
spectrum278,7,-0.162,5.5139071
spectrum278,8,-0.086,4.55038768
spectrum278,9,-0.034,3.78719017
spectrum278,10,0.122,6.09306406
spectrum278,11,0.2,4.08399885
spectrum278,12,0.274,3.21643697
spectrum278,13,0.456,5.92907688
spectrum278,14,0.51,3.79266667
spectrum278,15,0.586,5.16649711
spectrum278,16,0.732,8.56139678
spectrum278,17,0.864,4.14703668
spectrum279,0,-0.612,4.26518027
spectrum279,1,-0.314,4.3186475
spectrum279,2,-0.12,13.4904622
spectrum279,3,-0.034,4.87551193
spectrum279,4,0.006,2.8292669
spectrum279,5,0.188,27.1953226
spectrum279,6,0.36,3.17896666
spectrum279,7,0.47,27.856080100000003
spectrum279,8,0.806,13.9582199
spectrum279,9,0.858,13.248356099999999
spectrum280,0,-0.842,16.4684612
spectrum280,1,0.924,60.3580498
spectrum281,0,-0.612,3.95138978
spectrum281,1,-0.31,3.83764956
spectrum281,2,-0.12,13.9879685
spectrum281,3,-0.032,4.34316037
spectrum281,4,0.014,2.97577547
spectrum281,5,0.184,27.4827397
spectrum281,6,0.362,3.18768069
spectrum281,7,0.472,28.6353637
spectrum281,8,0.808,14.071747
spectrum281,9,0.86,13.523059400000001
spectrum282,0,-0.612,4.42216967
spectrum282,1,-0.304,4.06252412
spectrum282,2,-0.128,13.7494541
spectrum282,3,-0.024,4.71287904
spectrum282,4,0.184,18.297883499999998
spectrum282,5,0.372,3.51145254
spectrum282,6,0.466,27.7245515
spectrum282,7,0.808,14.499789800000002
spectrum282,8,0.854,13.669806699999999
spectrum283,0,-0.832,15.902178099999999
spectrum283,1,0.926,57.459765399999995
spectrum284,0,-0.612,4.4114385
spectrum284,1,-0.304,4.03720584
spectrum284,2,-0.126,13.7498296
spectrum284,3,-0.024,4.68564837
spectrum284,4,0.186,18.3032063
spectrum284,5,0.372,3.50659524
spectrum284,6,0.466,27.7378401
spectrum284,7,0.808,14.495510500000002
spectrum284,8,0.854,13.6716036
spectrum285,0,-0.612,3.94398284
spectrum285,1,-0.31,3.84838422
spectrum285,2,-0.12,14.024487300000002
spectrum285,3,-0.032,4.34845333
spectrum285,4,0.014,2.97002308
spectrum285,5,0.184,27.551527899999996
spectrum285,6,0.364,3.20243341
spectrum285,7,0.472,28.775321
spectrum285,8,0.808,14.0613323
spectrum285,9,0.86,13.5666935
spectrum286,0,-0.842,16.2539509
spectrum286,1,0.924,60.266402600000006
spectrum287,0,-0.612,4.26604979
spectrum287,1,-0.314,4.31933118
spectrum287,2,-0.12,13.4932241
spectrum287,3,-0.034,4.87679251
spectrum287,4,0.006,2.82876909
spectrum287,5,0.188,27.1966142
spectrum287,6,0.36,3.17852068
spectrum287,7,0.47,27.854127899999998
spectrum287,8,0.806,13.9525802
spectrum287,9,0.858,13.2402268
spectrum288,0,-0.924,1.88367703
spectrum288,1,-0.774,5.07476505
spectrum288,2,-0.706,7.0334771
spectrum288,3,-0.632,3.6643324
spectrum288,4,-0.488,6.0221362
spectrum288,5,-0.424,6.87597616
spectrum288,6,-0.34,2.04048431
spectrum288,7,-0.162,5.51538941
spectrum288,8,-0.086,4.54809812
spectrum288,9,-0.034,3.78634901
spectrum288,10,0.122,6.09595188
spectrum288,11,0.2,4.0857585
spectrum288,12,0.274,3.21707955
spectrum288,13,0.456,5.92986197
spectrum288,14,0.51,3.78715029
spectrum288,15,0.586,5.16643465
spectrum288,16,0.732,8.55931776
spectrum288,17,0.864,4.1490306
spectrum289,0,-0.69,3.67940172
spectrum289,1,-0.574,23.2292881
spectrum289,2,-0.28,2.76984546
spectrum289,3,-0.046,11.2105704
spectrum289,4,0.032,14.8843423
spectrum289,5,0.598,11.0800388
spectrum289,6,0.658,14.764953400000001
spectrum290,0,-0.932,2.04585929
spectrum290,1,-0.876,1.34415136
spectrum290,2,-0.774,5.09001475
spectrum290,3,-0.702,6.60912716
spectrum290,4,-0.628,3.71902741
spectrum290,5,-0.488,6.39642168
spectrum290,6,-0.424,6.80579114
spectrum290,7,-0.34,1.99913314
spectrum290,8,-0.266,1.32995035
spectrum290,9,-0.17,5.77360822
spectrum290,10,-0.084,4.53808607
spectrum290,11,-0.034,3.80558999
spectrum290,12,0.116,6.09964851
spectrum290,13,0.206,4.10529061
spectrum290,14,0.274,3.19614164
spectrum290,15,0.456,5.98552202
spectrum290,16,0.506,3.93469233
spectrum290,17,0.588,5.09399852
spectrum290,18,0.73,8.33292411
spectrum290,19,0.81,2.52794651
spectrum290,20,0.864,4.18880868
spectrum290,21,0.908,2.60321203
spectrum291,0,-0.93,1.86397956
spectrum291,1,-0.87,1.1752777
spectrum291,2,-0.774,5.08225628
spectrum291,3,-0.706,7.05622492
spectrum291,4,-0.628,3.66457546
spectrum291,5,-0.488,6.49098666
spectrum291,6,-0.424,6.81778985
spectrum291,7,-0.338,2.03395007
spectrum291,8,-0.264,1.38918757
spectrum291,9,-0.176,5.128728
spectrum291,10,-0.08,4.37476194
spectrum291,11,-0.032,3.76557396
spectrum291,12,0.116,6.25799884
spectrum291,13,0.202,3.74027333
spectrum291,14,0.274,2.90678581
spectrum291,15,0.456,5.95505092
spectrum291,16,0.506,4.00997576
spectrum291,17,0.586,5.13852875
spectrum291,18,0.73,8.24370758
spectrum291,19,0.81,2.64462396
spectrum291,20,0.864,4.31541897
spectrum291,21,0.908,2.58679067
spectrum292,0,-0.69,3.95830038
spectrum292,1,-0.592,21.912643399999997
spectrum292,2,-0.28,2.89658106
spectrum292,3,-0.046,11.4488898
spectrum292,4,0.034,14.8631434
spectrum292,5,0.602,11.4861462
spectrum292,6,0.66,9.89777411
spectrum293,0,-0.93,1.86397956
spectrum293,1,-0.87,1.1752777
spectrum293,2,-0.774,5.08225628
spectrum293,3,-0.706,7.05622492
spectrum293,4,-0.628,3.66457546
spectrum293,5,-0.488,6.49098666
spectrum293,6,-0.424,6.81778985
spectrum293,7,-0.338,2.03395007
spectrum293,8,-0.264,1.38918757
spectrum293,9,-0.176,5.128728
spectrum293,10,-0.08,4.37476195
spectrum293,11,-0.032,3.76557396
spectrum293,12,0.116,6.25799884
spectrum293,13,0.202,3.74027333
spectrum293,14,0.274,2.90678581
spectrum293,15,0.456,5.95505093
spectrum293,16,0.506,4.00997576
spectrum293,17,0.586,5.13852875
spectrum293,18,0.73,8.24370758
spectrum293,19,0.81,2.64462396
spectrum293,20,0.864,4.31541897
spectrum293,21,0.908,2.58679067
spectrum294,0,-0.932,2.04585929
spectrum294,1,-0.876,1.34415136
spectrum294,2,-0.774,5.09001475
spectrum294,3,-0.702,6.60912716
spectrum294,4,-0.628,3.71902741
spectrum294,5,-0.488,6.39642168
spectrum294,6,-0.424,6.80579114
spectrum294,7,-0.34,1.99913314
spectrum294,8,-0.266,1.32995034
spectrum294,9,-0.17,5.77360821
spectrum294,10,-0.084,4.53808605
spectrum294,11,-0.034,3.80558999
spectrum294,12,0.116,6.09964851
spectrum294,13,0.206,4.10529061
spectrum294,14,0.274,3.19614163
spectrum294,15,0.456,5.98552202
spectrum294,16,0.506,3.93469234
spectrum294,17,0.588,5.0939985
spectrum294,18,0.73,8.33292412
spectrum294,19,0.81,2.52794651
spectrum294,20,0.864,4.18880868
spectrum294,21,0.908,2.60321203
spectrum295,0,-0.69,3.67940172
spectrum295,1,-0.574,23.2292881
spectrum295,2,-0.28,2.76984546
spectrum295,3,-0.046,11.2105704
spectrum295,4,0.032,14.8843423
spectrum295,5,0.598,11.0800388
spectrum295,6,0.658,14.764953400000001
spectrum296,0,-0.924,1.88073532
spectrum296,1,-0.774,5.075493
spectrum296,2,-0.706,7.03530319
spectrum296,3,-0.632,3.66545742
spectrum296,4,-0.488,6.02165381
spectrum296,5,-0.424,6.88048791
spectrum296,6,-0.34,2.04185347
spectrum296,7,-0.162,5.51436573
spectrum296,8,-0.086,4.5416413
spectrum296,9,-0.034,3.78944147
spectrum296,10,0.122,6.0981712
spectrum296,11,0.2,4.08475793
spectrum296,12,0.274,3.2151891
spectrum296,13,0.456,5.92664358
spectrum296,14,0.51,3.78702659
spectrum296,15,0.586,5.1653217
spectrum296,16,0.732,8.55955476
spectrum296,17,0.864,4.1503494
spectrum297,0,-0.926,1.82835407
spectrum297,1,-0.862,1.26520591
spectrum297,2,-0.774,5.1264997
spectrum297,3,-0.706,7.23383321
spectrum297,4,-0.632,3.58130901
spectrum297,5,-0.488,6.51006966
spectrum297,6,-0.426,6.86268643
spectrum297,7,-0.344,2.09425999
spectrum297,8,-0.17,5.73466289
spectrum297,9,-0.072,3.83441832
spectrum297,10,-0.034,4.06887937
spectrum297,11,0.114,6.1377233
spectrum297,12,0.214,3.59400559
spectrum297,13,0.274,3.31470237
spectrum297,14,0.456,6.02420426
spectrum297,15,0.502,3.83394754
spectrum297,16,0.584,4.81495098
spectrum297,17,0.732,8.63080066
spectrum297,18,0.822,2.50160952
spectrum297,19,0.864,4.28968083
spectrum298,0,-0.69,3.60971585
spectrum298,1,-0.572,23.6256415
spectrum298,2,-0.28,2.66721474
spectrum298,3,-0.046,11.4484047
spectrum298,4,0.034,14.934966199999998
spectrum298,5,0.596,11.2854127
spectrum298,6,0.658,12.6494161
spectrum299,0,-0.93,2.17036622
spectrum299,1,-0.774,5.21905612
spectrum299,2,-0.704,6.96120346
spectrum299,3,-0.628,3.7065545
spectrum299,4,-0.488,6.52828773
spectrum299,5,-0.424,6.79564389
spectrum299,6,-0.34,1.99963928
spectrum299,7,-0.266,1.31087051
spectrum299,8,-0.17,5.77720656
spectrum299,9,-0.086,4.42274562
spectrum299,10,-0.032,3.76295093
spectrum299,11,0.118,6.2082395
spectrum299,12,0.204,4.2559079
spectrum299,13,0.258,3.11433121
spectrum299,14,0.456,5.91297337
spectrum299,15,0.506,3.97931921
spectrum299,16,0.586,5.17432403
spectrum299,17,0.73,8.26110326
spectrum299,18,0.812,2.58039099
spectrum299,19,0.864,4.20915839
spectrum299,20,0.91,2.47518429
spectrum300,0,-0.932,1.92659966
spectrum300,1,-0.876,1.22221166
spectrum300,2,-0.774,5.14342376
spectrum300,3,-0.706,7.03876403
spectrum300,4,-0.628,3.62338375
spectrum300,5,-0.488,6.57343229
spectrum300,6,-0.424,6.83845814
spectrum300,7,-0.34,1.98594025
spectrum300,8,-0.264,1.33180876
spectrum300,9,-0.17,5.83213107
spectrum300,10,-0.086,4.65179114
spectrum300,11,-0.032,3.82480274
spectrum300,12,0.12,5.09335402
spectrum300,13,0.142,5.08446301
spectrum300,14,0.204,4.21037666
spectrum300,15,0.274,3.23574659
spectrum300,16,0.456,5.93745814
spectrum300,17,0.508,4.03446511
spectrum300,18,0.586,5.1263526
spectrum300,19,0.73,8.13810636
spectrum300,20,0.812,2.58559152
spectrum300,21,0.864,4.32004704
spectrum300,22,0.91,2.67988295
spectrum301,0,-0.69,3.80448466
spectrum301,1,-0.586,23.410200699999997
spectrum301,2,-0.282,2.71287766
spectrum301,3,-0.048,11.675846
spectrum301,4,0.04,13.910485699999999
spectrum301,5,0.582,8.65104863
spectrum301,6,0.658,14.9025337
spectrum302,0,-0.932,1.92659959
spectrum302,1,-0.876,1.22221161
spectrum302,2,-0.774,5.14342377
spectrum302,3,-0.706,7.03876402
spectrum302,4,-0.628,3.62338375
spectrum302,5,-0.488,6.57343228
spectrum302,6,-0.424,6.83845814
spectrum302,7,-0.34,1.98594023
spectrum302,8,-0.264,1.33180878
spectrum302,9,-0.17,5.83213108
spectrum302,10,-0.086,4.65179115
spectrum302,11,-0.032,3.82480275
spectrum302,12,0.12,5.09335405
spectrum302,13,0.142,5.08446301
spectrum302,14,0.204,4.21037667
spectrum302,15,0.274,3.23574658
spectrum302,16,0.456,5.93745811
spectrum302,17,0.508,4.03446506
spectrum302,18,0.586,5.12635259
spectrum302,19,0.73,8.13810638
spectrum302,20,0.812,2.58559152
spectrum302,21,0.864,4.320047
spectrum302,22,0.91,2.67988297
spectrum303,0,-0.93,2.17037043
spectrum303,1,-0.774,5.21902836
spectrum303,2,-0.704,6.96123599
spectrum303,3,-0.628,3.70653202
spectrum303,4,-0.488,6.52833349
spectrum303,5,-0.424,6.79565695
spectrum303,6,-0.34,1.99963577
spectrum303,7,-0.266,1.3108799
spectrum303,8,-0.17,5.77719848
spectrum303,9,-0.086,4.42269678
spectrum303,10,-0.032,3.76296491
spectrum303,11,0.118,6.20821056
spectrum303,12,0.204,4.25593653
spectrum303,13,0.258,3.11430946
spectrum303,14,0.456,5.91299042
spectrum303,15,0.506,3.97926425
spectrum303,16,0.586,5.17429977
spectrum303,17,0.73,8.2610763
spectrum303,18,0.812,2.58037699
spectrum303,19,0.864,4.20914306
spectrum303,20,0.91,2.47518487
spectrum304,0,-0.69,3.60971605
spectrum304,1,-0.572,23.625645600000002
spectrum304,2,-0.28,2.66721469
spectrum304,3,-0.046,11.4484047
spectrum304,4,0.034,14.934966099999999
spectrum304,5,0.596,11.2854084
spectrum304,6,0.658,12.6494163
spectrum305,0,-0.926,1.83111523
spectrum305,1,-0.86,1.26940351
spectrum305,2,-0.774,5.11122705
spectrum305,3,-0.706,7.20762164
spectrum305,4,-0.632,3.59927298
spectrum305,5,-0.488,6.5125826
spectrum305,6,-0.426,6.85016898
spectrum305,7,-0.342,2.09551361
spectrum305,8,-0.17,5.71479284
spectrum305,9,-0.072,3.84407348
spectrum305,10,-0.034,4.08675908
spectrum305,11,0.114,6.1320404
spectrum305,12,0.214,3.59929307
spectrum305,13,0.274,3.32060104
spectrum305,14,0.456,6.00717736
spectrum305,15,0.502,3.8440592
spectrum305,16,0.584,4.79859495
spectrum305,17,0.732,8.6283882
spectrum305,18,0.864,4.29267028
spectrum306,0,-0.612,4.0611252
spectrum306,1,-0.31,4.2092713
spectrum306,2,-0.124,13.395445
spectrum306,3,-0.028,4.7478621
spectrum306,4,0.184,28.698369
spectrum306,5,0.372,3.40420878
spectrum306,6,0.466,28.2358647
spectrum306,7,0.808,14.091516199999997
spectrum306,8,0.856,13.1008853
spectrum307,0,-0.836,15.3223704
spectrum307,1,0.924,56.52585989999999
spectrum308,0,-0.612,4.18907979
spectrum308,1,-0.318,4.37122495
spectrum308,2,-0.126,13.6176482
spectrum308,3,-0.038,5.05547179
spectrum308,4,0.01,2.73384504
spectrum308,5,0.182,25.1258952
spectrum308,6,0.356,3.43959781
spectrum308,7,0.464,27.320992699999998
spectrum308,8,0.808,14.6495385
spectrum308,9,0.854,13.656781900000002
spectrum309,0,-0.616,4.30957489
spectrum309,1,-0.316,4.33524636
spectrum309,2,-0.126,13.3843196
spectrum309,3,-0.036,4.96157812
spectrum309,4,0.014,2.74824668
spectrum309,5,0.18,26.862533600000003
spectrum309,6,0.358,3.38406284
spectrum309,7,0.466,24.187510699999997
spectrum309,8,0.81,14.6751755
spectrum309,9,0.854,13.523014300000002
